sentences,base,contrast,contrast_rnd
"Or, at least, they didn't have",-1.0,-1.0,-1.0
"So far as I know, there aren't",0.19620012,0.9507931,0.9991486
He still hadn't come to,-0.20418788,-0.4383833,-0.25763342
That's because we don't have,-1.0,-1.0,-1.0
"They'd have covered up the windows completely, except there weren't",-0.2598315,0.0005179943,0.3869943
"Second, on the ones I'm interested in, I don't see",-1.0,-1.0,-0.90331215
We don't want to take,-1.0,-1.0,-0.36360464
"The water's moving through there fast, and there aren't",0.6544094,0.27089787,0.6324472
I didn't see,-1.0,-0.79018563,-1.0
The go-to won't use,-1.0,-1.0,-1.0
You wouldn't have gotten,-0.489974,-0.069562875,-0.26661983
Marco felt a little worried about these up-timers and hoped there wouldn't be,0.7516826,1.0,1.0
He didn't want to leave,-0.7120946,-1.0,0.30599636
I'll tell them that you don't have,-1.0,-1.0,-0.964702
I don't need,-1.0,-1.0,-1.0
Too bad we don't have,-1.0,-1.0,-1.0
"Still, it's odd that I haven't seen",-0.14357878,-1.0,0.60525155
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
"No, I don't have",-0.5028042,0.03704858,-0.4850725
The people at the courthouse didn't ask,-1.0,-0.6842446,-1.0
We don't actually have,-1.0,-1.0,-1.0
But Antonina didn't expect,-1.0,-1.0,-1.0
At least there won't be,0.052197956,-0.08432612,0.19726792
He wasn't expecting,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
"Any time some villagers got their hands on some of them, they didn't take",-0.49062842,-0.6802843,-0.014123173
Hedidn't have,-0.9167116,-0.8639404,0.06835237
I didn't get,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
We don't have,-1.0,-1.0,-1.0
He hasn't done me,-0.8038527,-1.0,-1.0
Then there isn't,1.0,1.0,0.27698413
I haven't,0.023466308,-0.39701656,0.25256723
«I don't know,1.0,1.0,1.0
"«Well, we don't have",-1.0,-1.0,-0.038828
You don't have,-1.0,-1.0,-1.0
You don't have,-1.0,-1.0,-1.0
I won't give you,-0.35537857,-0.017661486,-0.30889264
So don't go getting,0.38287088,0.565909,0.10610355
"David was surprised at that, they didn't usually do",-1.0,-1.0,-1.0
She didn't see,-1.0,-1.0,-1.0
Babysitting was my only hope Except that I didn't get,0.22045898,0.9677157,0.37959385
Still I didn't want to face,-1.0,-1.0,-0.7250174
Alex didn't experience,-1.0,-0.816106,-1.0
Thankfully he didn't make,-1.0,-1.0,-1.0
She hadn't noticed,-1.0,-1.0,-1.0
"The wounds had been easily explained as glass cuts, and luckily she hadn't severed",-1.0,-1.0,-1.0
But I don't have,-1.0,-1.0,-1.0
Hadn't made,-0.07595906,-1.0,-1.0
"""(""""Well, at least they don't mean you",1.0,1.0,1.0
I haven't,-0.14264172,0.036712356,0.2678094
I don't have,-1.0,-1.0,-0.9604512
He didn't want,-1.0,-1.0,-1.0
I don't see,-0.65040946,-1.0,-0.8254205
Nuns didn't have,-1.0,-1.0,-1.0
"He and Hursey had done the deed, yeah, but didn't make",-1.0,-1.0,-0.8400741
Looked like they weren't taking,-1.0,-0.540314,-0.08480091
"""Okay that's all fine for Dearborn, Jack said, """"but I don't remember",1.0,1.0,1.0
"No, they hadn't had",-1.0,-1.0,-1.0
When he asked to see Father Ed she tried to tell him that he didn't have,-1.0,-1.0,-1.0
Not like there aren't,-0.094507806,0.6904087,1.0
I didn't see,-1.0,-0.76998234,-1.0
Didn't seem to have,-0.30584645,-0.27623603,-0.77373815
"Sure, Rafe called her one and didn't seem to have",-0.5614524,0.18472813,0.109777495
Maybe that's why Jack wouldn't let her have,-0.7001459,-0.08552238,0.015726326
I haven't made,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
"The more she thought about it, the more certain Arlene became that Judy wouldn't let",-0.8701756,-0.999695,-0.48788375
`She didn't have,-1.0,-1.0,-1.0
And we aren't making,-0.72138906,1.0,1.0
They didn't go to,-0.1740693,-0.10972718,-0.34888664
We don't want,-1.0,-1.0,-1.0
She hadn't had,-1.0,-1.0,-1.0
Nobody had touched the young horse's cock and balls so he wasn't showing,-0.43722895,0.2909093,0.71151054
"Maybe you've already shocked me enough, Stacy said, seeing that there weren't",0.44620082,0.94703174,0.94170785
He told her Jane didn't have,-1.0,-1.0,-1.0
"She hesitated, realizing she hadn't made",-0.9198112,-1.0,-0.4612036
They didn't exchange,-1.0,-1.0,-1.0
I don't think,-1.0,-1.0,-1.0
And don't make,-1.0,-1.0,-1.0
"No, he hadn't had",-1.0,-1.0,-0.6254803
The horny nurse knew that she wouldn't have,0.59343505,0.8480256,0.5465774
Maybe there weren't,0.45629206,0.767204,0.7926391
"Maybe, when there aren't",0.12273787,0.18871902,0.32071003
"""Beau continued, """"I didn't think we had",0.047792766,0.44755712,-0.06409364
Mark and I didn't draw,-0.15457997,-0.25564584,-0.7140155
Certainly we haven't,0.3239073,0.20185816,0.57058865
I guarantee you won't have,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
"Gussy, computers haven't got",-0.23608263,-0.14289796,0.06343607
There aren't,1.0,1.0,1.0
"Though, of course, one might go to laugh at it… I am sorry there won't be",0.73296046,0.75830406,0.4133212
He didn't want,-1.0,-1.0,-1.0
"They fought desperately, for they knew what their doom was, and there weren't",0.16930354,0.27817753,0.54942226
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't,1.0,0.8804462,0.842089
You won't have,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
"Big Head, fortunately, went back to his mathematics and didn't write about",-0.4847325,-0.19906442,-1.0
You definitely won't have,-1.0,-1.0,-1.0
There wasn't,1.0,1.0,1.0
I didn't see,-1.0,-1.0,-1.0
I don't plan to take,-1.0,-1.0,-0.82168174
Her father didn't have,-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
Danny was breathing and I didn't see,-0.6890064,0.1345989,-0.0147229135
At least I don't keep,0.33382654,-0.5488123,0.030744415
It wouldn't have made,-1.0,-1.0,-1.0
"I shrugged, but there didn't seem to be",0.5454238,0.51101077,0.7941204
Then I saw the steel shutters over the windows on two sides; the General wasn't taking,0.041266084,-0.36798462,-0.04602165
There weren't,1.0,1.0,1.0
Moscow won't be mining,-1.0,-0.8137571,-1.0
We don't have,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
"Gray searched his mind, but didn't recall",1.0,0.48255008,0.70286644
But I don't see,-0.8373172,0.16184393,-0.06819053
"That you guys asked me questions about them, but I didn't have",-1.0,-1.0,-1.0
There weren't,1.0,1.0,1.0
I don't need,-1.0,-1.0,-1.0
I don't hold with,-1.0,-1.0,-1.0
There won't be,-0.61046994,-0.25209466,-0.9771768
They didn't have,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
But there won't be,-0.04124724,0.099085495,0.08353621
There weren't,1.0,1.0,1.0
"See here,' he told the others on the bridge, 'don't get",0.43531886,0.9065801,1.0
There aren't,1.0,1.0,1.0
We'll have to make sure there aren't,-0.03324803,0.10488616,0.71916306
He won't make,-1.0,-1.0,-1.0
It doesn't take,-1.0,-1.0,-1.0
That person isn't going to make,-0.14007446,-0.14586598,0.12823671
They don't want,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
Boise wasn't taking,-0.91883945,0.03706077,1.0
There weren't,1.0,1.0,1.0
"When I was near the edge I paused to look around, but I didn't see",-0.15510246,-0.6285737,-0.29761168
I won't have,-1.0,-1.0,-1.0
They don't open,-1.0,-1.0,-1.0
"And the management, they don't want to see",-1.0,-1.0,0.027438914
Leon didn't have,-1.0,-1.0,-1.0
"And those years Ramone had spent in IAD, working mostly behind a desk, hadn't done him",-1.0,-1.0,-1.0
I didn't see,-1.0,-1.0,-1.0
We don't want,-1.0,-1.0,-1.0
He didn't have,-1.0,-1.0,-1.0
Mrs. Ackroyd didn't raise,-1.0,-1.0,-0.75028026
I don't see,-1.0,-1.0,-1.0
There weren't,1.0,1.0,0.801526
"He went to work on the door, knowing that he wouldn't find",-0.6320024,-0.5590353,-0.94908565
I don't want to take,-0.8018514,-0.8453957,-0.35952052
She hoped there weren't,0.26915222,0.26668894,0.52281076
I don't want,-1.0,-1.0,-1.0
Mr. Holmes didn't give,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
So now he hasn't got,-1.0,-1.0,-0.6805994
Wondered why you hadn't brought,-0.88634306,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
You didn't write,-0.45924568,-0.3625392,-0.9125784
I don't see,-0.6095049,-1.0,-1.0
"Even so, I don't want",-1.0,-1.0,-1.0
At least you wouldn't be burning,-0.47384778,0.29606333,0.7788321
Lucy wasn't making,-0.09383046,-1.0,-0.10412544
I do observe Christmas-I just didn't have,-1.0,-1.0,-1.0
"Julie was doing that, but it wasn't by",-0.9992771,-1.0,-1.0
"""You don't have",-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
Master Ignacio won't allow,-1.0,-1.0,-1.0
"If you and Javier come aboard, I won't ask",-0.06634082,-0.3536564,-0.54756796
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
I didn't see,-1.0,-1.0,-1.0
Say they were elf-sized but they weren't like,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
And Mogaba don't have,-0.7255703,-1.0,-1.0
But that didn't touch off,-1.0,-1.0,-1.0
I didn't hear,-1.0,-1.0,-1.0
That didn't bring,-0.47124338,-0.6424358,-0.4985066
"Trouble is, I don't have",-0.97213835,-0.5385196,-0.886811
I didn't see,-1.0,-1.0,-1.0
I wouldn't get,-1.0,-0.9598311,-0.5981094
There weren't,0.9577753,1.0,1.0
"""He told me, """"You didn't bring me",1.0,1.0,1.0
I didn't have,-1.0,-1.0,-1.0
I didn't run,-0.9163774,-1.0,-1.0
There just aren't,0.55469555,0.7916375,0.65886724
There aren't,1.0,1.0,1.0
He flapped and squawked but didn't get,0.0011098221,0.46449465,0.97563297
I didn't see,-1.0,-1.0,-1.0
"Miracle of miracles, Dean didn't have",-1.0,-0.4336306,-0.25094396
Take care you don't fall afoul of,-0.0035804384,-0.4538783,-0.038496315
We don't need,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
He didn't see,-1.0,-1.0,-1.0
He don't see,-1.0,-1.0,-1.0
That there hadn't been,0.17128508,0.30706567,0.38127866
There hadn't been,0.17703916,0.02906095,0.32995006
The guide didn't mention,-1.0,-1.0,-1.0
I've been thinking some things that won't win us,1.0,1.0,1.0
It hadn't changed in,-0.9907766,-1.0,-0.55021
There won't be,-0.54305434,-1.0,-1.0
I didn't have,-1.0,-1.0,-1.0
There haven't been,0.38267195,0.20591675,0.566474
And the Watch hasn't had,-1.0,-0.74547607,-1.0
That bastard wasn't spinning off,-0.6119684,-0.47606483,-0.47017065
There aren't,1.0,1.0,1.0
He won't have,-1.0,-1.0,-1.0
I hadn't,-0.5749616,-0.05857402,-0.5061505
So we don't get,-1.0,-1.0,-1.0
I hope he doesn't get,0.5742806,-0.19119789,-0.046876267
There aren't,1.0,1.0,1.0
I haven't heard,-1.0,-0.49554932,-1.0
"""In moments I reported, """"She's got lots of bruises and scrapes but there isn't",0.5282015,0.8425486,0.58643323
There aren't,1.0,1.0,1.0
I didn't get,-1.0,-1.0,-1.0
I haven't seen,-1.0,-1.0,-1.0
Won't be,0.22623712,0.13853624,0.025633723
He wasn't going to take,-0.48968956,-0.61920077,1.0
He wasn't going to win,-0.7412395,-0.9971573,-0.8442982
There aren't,1.0,1.0,1.0
"""A good thing I didn't have",-1.0,-1.0,-0.58963895
We know there won't be,-0.07625069,-0.37918884,-0.19117808
You'd better hope there aren't,0.23278789,0.19779779,0.21093519
But Frank wasn't troubled by,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
He hadn't got,-0.8889093,-1.0,-1.0
You haven't,0.42587772,0.40727943,0.2332109
"Listen, John, that girl wasn't injured in",-1.0,-1.0,-1.0
I haven't heard,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
The target was closing on them so he didn't have to make,-1.0,-1.0,-1.0
"I don't, though — and",0.27343836,0.51977223,0.6213261
And there aren't,1.0,1.0,1.0
"Hey, you didn't break",-1.0,-0.75070256,-0.67144096
haven't heard,-1.0,-0.53992087,-1.0
I don't want to break,-0.78863806,-1.0,-0.7710262
Chace didn't see,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
He said he wouldn't do,-1.0,-1.0,-1.0
"Besides, when you get close enough to capture him, it won't save",-1.0,-0.8729212,-0.977935
"Allander had had time to plan, but he hadn't brought",-0.25133598,-0.96325904,0.22121729
I'm the only one to do it without a Greek wrap and I don't need,-1.0,-1.0,-1.0
I don't need,-1.0,-1.0,-1.0
Travers realized she didn't have,-1.0,-1.0,-1.0
"I'd checked them as I'd gathered them up, but there weren't",0.13267535,0.33993754,0.38258448
"The VA was a big operation with federal funding, so I didn't have",-1.0,-1.0,-1.0
I don't recall,-0.19051728,-0.6069138,-0.34143046
"It took only seconds to retrieve, but from what he saw across the street, there weren't",0.04067074,-0.0053884457,0.47252643
"I, er, I don't have",-0.8167289,-0.7758054,-0.7088729
"But he held his peace, and he didn't make",-1.0,-1.0,-0.16655807
She knows she didn't leave,-0.5445265,-0.48153403,-0.5588468
There aren't,1.0,1.0,1.0
"I wanted the young people to quarrel, but I didn't want",-1.0,-1.0,-1.0
And the bats won't mid them in,-1.0,-1.0,-1.0
"It must be for her, because Peter didn't have",-1.0,-1.0,-1.0
Now that was a silly thing to say because there weren't,0.6221851,1.0,0.7259774
He won't send,-1.0,-1.0,-1.0
We don't keep,-1.0,-1.0,-1.0
Nan felt lucky that he hadn't bought,-1.0,-0.6440591,-0.690531
In the Communist-controlled camp they won't let me read,0.63622594,1.0,0.38186127
Although I didn't think I had,-0.3985958,0.3412329,0.080131434
I didn't ask,-0.53281194,-0.34243765,-0.5854904
We don't need,-1.0,-1.0,-1.0
She said that she doesn't have,-1.0,-0.8536615,-1.0
We don't want to leave,-0.70360696,-0.4834167,-1.0
You can look me over all day and won't find,-1.0,-1.0,-0.66947466
He's stopped for the first time — didn't seem to have,-0.58381486,-0.2408399,-1.0
There wasn't,1.0,1.0,1.0
But I don't see,-1.0,-1.0,-1.0
I don't know,-0.8736934,-0.16267659,-0.50371385
"If I let her run around here loose, I won't need",-1.0,-1.0,-1.0
I didn't want,-1.0,-1.0,-1.0
"""Here,"""" she said, """"is this vase I haven't",0.57634443,0.9008507,0.4993233
I don't feel,-1.0,-1.0,-1.0
"It was a long, circuitous walk, since he didn't dare give",-1.0,-1.0,-1.0
I didn't want to cause,-0.9856931,-1.0,-1.0
"Volunteers, drafted from the street of course, worked ahead of us to make sure we didn't meet",-1.0,-1.0,-0.4536712
We don't want,-1.0,-1.0,-1.0
I didn't have,-1.0,-1.0,-1.0
You don't see,-1.0,-1.0,-0.92208695
"Keep your eyes open, but don't show",-0.7728636,-0.3472806,-0.45469418
"Then when we wake up in the morning, there won't be",0.68569666,0.3408175,1.0
So far his cock didn't show,-1.0,-1.0,-1.0
She didn't want to leave,-0.6949079,-0.5112982,-1.0
Aderno and Velona hadn't paid,-0.7718583,-0.22559984,-0.31775674
Won't get,-0.3368251,-0.5383624,-1.0
"If that kept on for very long, it wouldn't have",-1.0,-0.9399745,-1.0
Paul didn't hear,-1.0,-1.0,-1.0
"The Yankees shot at them like they were us, and they didn't have",-1.0,-1.0,-0.7064269
I don't see,-1.0,-1.0,-1.0
Maybe that's why they don't have,-1.0,-1.0,-1.0
"This time, Gudrid didn't show",-1.0,-1.0,-1.0
But he hadn't met,-1.0,-1.0,-1.0
Half of these joints didn't have,-1.0,-1.0,-1.0
He might have pointed out that the policeman wasn't stopping,-0.09030157,0.14577225,0.4374698
He didn't think,-1.0,-1.0,-1.0
He hadn't ordered,-1.0,-1.0,-1.0
"Hell's bells, we haven't got",-1.0,-0.012406249,-0.2766891
We haven't got,-1.0,-1.0,-1.0
He did his best to cover up: “I'm sure he hasn't got,-1.0,-0.9099521,-0.6183986
If he stopped paying everyone but the soldiers… he wouldn't have,1.0,0.45897537,0.6358154
I don't remember,-0.26790896,-0.18635511,0.17139617
"As far as he knew, the Germans didn't have",-1.0,-1.0,-1.0
But there aren't,1.0,0.75208044,1.0
"""I haven't heard",-0.30522618,-0.3163137,-1.0
The Confederates hadn't sent,-0.72669363,-1.0,-0.877145
"Trotting forward, Jorge saw that the antiaircraft gun wouldn't stop",1.0,1.0,1.0
He wasn't sending back,-1.0,-1.0,-1.0
If he didn't have,-1.0,-1.0,-1.0
But I don't see,-0.9801685,-1.0,0.13423675
Reckon folks won't have,-1.0,-1.0,-1.0
There won't be,0.066510804,-0.98914915,-0.3864317
They hadn't made,-1.0,-1.0,-1.0
I don't see,-1.0,-0.9318046,-0.9283051
Or maybe there just weren't,-0.037998207,-0.03853109,0.1866888
Leastways we haven't had,-1.0,-1.0,-1.0
The USA didn't seem to have,-0.6964098,-0.8543384,-0.2189012
I don't need to waste,-1.0,-1.0,-0.91275734
I haven't got,-1.0,-1.0,-1.0
"Still, although they'd halted, they didn't seem to be in",-1.0,-1.0,-1.0
They don't have,-1.0,-1.0,-1.0
The aliens hadn't generated,-1.0,-1.0,-1.0
There won't be,-0.8832276,-1.0,-0.44050592
I didn't see,-1.0,-1.0,-1.0
I didn't see,-1.0,-1.0,-0.7582191
I give him credit: he didn't try to cast,-1.0,-1.0,-1.0
I knew I wasn't going to get,1.0,0.69097626,1.0
They haven't dropped,-1.0,-1.0,-0.7543311
And there aren't,0.7007332,0.68205297,1.0
Because there damned well aren't,1.0,0.83107466,1.0
But the carrier hadn't had,-1.0,-1.0,-1.0
Mary didn't know,-0.61106026,-0.099924125,-1.0
Men who worked for them wouldn't have,-1.0,-1.0,-0.6984513
They didn't take,-1.0,-1.0,-1.0
There haven't been,0.31442502,0.5074831,0.19438764
They haven't put,-1.0,-1.0,-1.0
Or maybe they just didn't have,-1.0,-1.0,-1.0
There probably wouldn't be,0.006353221,0.5406406,-0.26541534
They didn't make,-1.0,-1.0,-1.0
You didn't make,-1.0,-1.0,-1.0
You won't change,-0.25738093,-0.32014135,-0.33050767
And lakes and ponds hadn't had,-1.0,-1.0,-1.0
Dan hadn't seen,-1.0,-1.0,-1.0
"She knew how to deal with that, and also knew it wasn't dangerous in",-1.0,-1.0,-1.0
They hadn't found,-1.0,-1.0,-1.0
Atlantis hadn't had,-1.0,-1.0,-1.0
But he didn't hear,-1.0,-1.0,-1.0
"For that matter, they're still quiet; I haven't had",-1.0,-1.0,-0.751407
It didn't look as if,-1.0,-1.0,-1.0
Places where they're still in arms against the CSA are places where there weren't,-0.3151562,-0.09317536,0.33753142
They hadn't made,-1.0,-1.0,-1.0
The Goldmans hadn't found,-1.0,-1.0,-1.0
Willi hadn't seen,-1.0,-1.0,-1.0
Citizen isn't making,0.066570744,-1.0,0.6396575
I didn't have,-1.0,-1.0,-1.0
There probably wouldn't be,-0.31993672,0.422734,-0.3328401
I haven't had,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
"Yes, but there aren't",0.55812126,0.44130713,0.3763173
Police still didn't have,-1.0,-1.0,-1.0
She doesn't have,-1.0,-1.0,-1.0
She exhales deeply but still doesn't show,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
There aren't,1.0,1.0,1.0
We don't allow,-1.0,-1.0,-1.0
We don't carry,-0.7563817,-0.71686006,-1.0
We don't have,-1.0,-1.0,-1.0
What I'm trying to say is that I don't have,-0.99557024,-1.0,-0.49132052
"As I fell to the ground outside, I hadn't",1.0,1.0,1.0
"""Of course, said Mark, """"as long as you don't bring up",-1.0,-0.44635347,-0.4259056
But you don't have,-0.6365692,-1.0,-1.0
Senhora Muwulene didn't ask,-0.33654746,0.14299239,0.02791904
He hasn't got,-1.0,-1.0,-1.0
But he didn't see,-1.0,-1.0,-1.0
He didn't see,-1.0,-1.0,-1.0
He shook her hard and sat her up but she didn't show,-0.827687,-0.5292018,-0.60238546
I don't want to jump,-0.679325,-0.6154671,-0.22388458
He realised he didn't have,-0.9538775,-1.0,-1.0
I don't think I have,-1.0,-0.8680324,-0.6009027
You don't have to sing,0.06275442,-0.3514942,-0.69516706
And you don't have,-1.0,-1.0,-1.0
The girls have undressed and we are examining the floor to make sure that they won't get,1.0,1.0,1.0
Perhaps he doesn't have,-1.0,-1.0,-1.0
"Go figure it out, maybe they don't have",-1.0,-0.96668017,-0.45821965
I haven't,0.009288644,0.066509984,-0.38237393
He hadn't noticed,-1.0,-1.0,-1.0
He doesn't have,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
You're one of the few we've found who hasn't,0.25447097,0.4687781,-0.1065601
"""Strike your eyes together and make one, said he, """"we don't have",-1.0,-1.0,-1.0
But mind you don't breathe,-0.9803637,0.18996182,0.27695248
It seems that she hasn't had,-1.0,-1.0,-1.0
But she didn't see,-1.0,-1.0,-1.0
So don't ask me,-0.63653654,0.114801176,-0.2275308
There hasn't been,0.41836548,1.0,0.41089118
There hasn't been,0.39967525,0.6040456,0.3416092
I don't normally have,-1.0,-1.0,-1.0
It would be best if there weren't,0.47905505,-0.00040283875,-0.18008493
"It's too bad it's closed, but maybe, if there aren't",0.28091067,0.4692697,0.58225125
There's a guy down in the institute who stepped on a mine; he hasn't got,-1.0,-1.0,-0.27114734
"Which is very likely, considering they won't have",-1.0,-1.0,-1.0
I didn't think he had,-0.6254959,-0.49149948,-0.6155403
There aren't,1.0,1.0,1.0
‘I don't see,-0.31550854,1.0,0.79295266
He doesn't know,1.0,0.8513871,1.0
There just aren't,0.09955911,1.0,1.0
And there aren't,0.9580981,0.9679383,0.87043464
He didn't have,-1.0,-1.0,-1.0
I didn't see,-1.0,-1.0,-1.0
There don't seem to be,0.12077021,-0.1267703,-0.21133544
Rebus wasn't looking for,-1.0,-1.0,-1.0
I don't think,-1.0,-1.0,-1.0
"This group, Sword and Shield, I didn't see",-0.25308153,0.07494586,-0.19770037
Got out to open the garage… and I didn't have,-1.0,-1.0,-1.0
Rebus didn't have,-1.0,-1.0,-1.0
"I may have thought you were being a fool, but I wasn't going to take",-0.8036346,-0.48110804,-0.63669604
I haven't noticed,-1.0,-1.0,-0.7874625
There hadn't been,0.21594992,0.18451925,0.38639912
You certainly didn't seem to have,-1.0,-0.6848382,-0.49463493
I thought you'd realize I wouldn't allow,-1.0,-1.0,-1.0
But there weren't,1.0,1.0,0.52765423
She didn't need,-1.0,-1.0,-1.0
He doesn't owe you,0.12015445,-0.009001512,-0.19363369
She won't hurt Lani in,-0.21681108,-1.0,-1.0
And you don't see,-1.0,-0.49806577,-1.0
We don't want,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
I don't have,-1.0,-1.0,-1.0
I don't see,-0.8835896,-0.87514627,-0.36164838
There won't be,-0.82352847,-0.114658475,-0.38864487
I guarantee they won't run,-0.32118806,-1.0,0.3925252
"Last time I looked, there weren't",0.3391419,0.37510613,0.56838125
And I don't want,-1.0,-1.0,-1.0
Sienna didn't show,-0.71716756,-0.71029407,-0.77594286
I don't need,-1.0,-1.0,-1.0
"Pavski might kill you, and I wouldn't have",0.13058461,0.7315578,0.03496769
Montalvo hadn't given her,-0.8914074,-1.0,-1.0
There aren't,1.0,1.0,1.0
"I had no lease and was on a month-to-month arrangement, so there wouldn't be",1.0,1.0,1.0
I supposed they didn't have,-1.0,-1.0,-1.0
There aren't,1.0,1.0,1.0
We have to live and we haven't,1.0,1.0,1.0
Please don't take,-1.0,-1.0,-0.86053145
But please don't ask,-1.0,-1.0,-1.0
He hadn't seen,-1.0,-1.0,-1.0
And we don't have,-0.668608,-1.0,-1.0
Grade two sunglasses don't give,-1.0,-1.0,-1.0
Sometimes it doesn't take,-1.0,-1.0,-0.5025231
You don't expect to see,-0.9000972,-1.0,-1.0
But if there weren't,0.23773745,0.35176712,0.5505429
There aren't,1.0,1.0,1.0
"He claimed it was a mistake, but listen, he doesn't make",-1.0,-0.58292705,-0.20962033
I didn't get,-1.0,-1.0,-1.0
And Marlene didn't show,-1.0,-1.0,-0.9857007
I don't have,-1.0,-1.0,-1.0
"""He said, """"As a matter of fact, They haven't held",-0.3785873,0.12971935,0.84069914
"The old man was crazy as a coot, but he didn't keep",0.41210675,-0.067197025,0.57047075
There aren't,1.0,1.0,1.0
He wasn't reaching for,-1.0,-1.0,-1.0
I won't base,-1.0,-1.0,-1.0
We don't have,-1.0,-1.0,-1.0
You won't make,-1.0,-1.0,-1.0
"""He said, finally, """"I don't see",0.33228612,0.18432148,0.32296115
"""Miss Fellowes said, """"Then Timmie-"""" """"No, he doesn't present",-0.36826995,-0.07977124,-0.39608875
"After he was clean, I sat down beside him to sing to him, since I didn't know",0.5615715,1.0,0.71353763
This was true: I hadn't,0.41482443,0.83126706,0.50186664
That was why he hadn't made,-1.0,-1.0,-1.0
"Shit, his artist portfolio didn't have",-1.0,-1.0,-1.0
"There is no bigotry here, there aren't",0.65409976,0.8727266,0.62237144
"""Suzy said: """"Because you don't have",-1.0,-0.59431434,-1.0
"Now that I'm looking at this as a bank, there aren't",0.5497883,0.4816099,0.4237766
He hadn't wanted,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
"""Good, Dave said, """"now don't make",-0.32743475,-0.48594195,-0.6704613
But you're rich and you won't have,-0.36924803,-0.7269835,-0.5428865
I didn't want,-1.0,-1.0,-1.0
Cassie Young didn't mince,-0.82480454,-0.40710896,-0.39773056
"Naturally, Daphne Lewis and Maggie Lewis don't appear in",-1.0,-1.0,-1.0
"As a matter of fact, I don't read",0.44703135,0.9636113,0.7580774
"The car is still impounded, but you won't have to pay",-1.0,-0.6303658,-0.70257276
"From what I can see, there don't seem to be",0.40624833,-0.080246,0.4218284
I don't want,-1.0,-1.0,-1.0
It's like I don't have,-1.0,-1.0,-0.8576056
I don't have,-1.0,-1.0,-1.0
He don't win,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
"In fact, Eve hadn't noticed",0.008576656,0.22093706,0.33770588
But there aren't,1.0,1.0,1.0
I didn't notice,-0.5961621,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
I didn't notice,-1.0,-1.0,-0.7964231
Wouldn't want,-1.0,-1.0,-1.0
She didn't have,-1.0,-1.0,-1.0
She wasn't crossing,-1.0,-0.39611396,-1.0
I don't remember,-0.27077684,0.06569103,-0.6047455
And hoped the jokers down in Maintenance hadn't played,-1.0,-0.16374706,-0.5261902
"If I did that every time you used the W word, you wouldn't have",-0.95305806,-1.0,-1.0
He didn't want to see,-0.60074466,-1.0,-0.051962413
I don't trust,-1.0,-1.0,-1.0
"Stay high, then, and let's hope these bastards haven't got",-0.4303982,-1.0,-0.022645563
She didn't have,-1.0,-1.0,-1.0
He's a bank manager – he doesn't need,-1.0,-1.0,-1.0
My mouth opened but I didn't have,-1.0,-1.0,-1.0
So don't go getting,0.21230672,0.19151643,0.16424084
You said you didn't want,-1.0,-1.0,-1.0
"Her name was Evie or something, a fairly recent hire, and I hadn't worked",-1.0,-0.67014545,-0.088951446
I didn't expect,-1.0,-1.0,-1.0
He wouldn't let her go to,-0.2938724,-0.081681654,-0.83935183
Maybe run it through the supercomputer over on Earth just to ensure we don't have,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
I don't want,-1.0,-1.0,-1.0
You see we don't have,-0.9606165,-1.0,-0.8521738
And there aren't,0.5703049,-1.0,1.0
He don't wear,-1.0,-1.0,-1.0
And there weren't,0.17192237,1.0,0.69520104
And there weren't,1.0,1.0,1.0
