sentences,base,contrast,contrast_rnd
"So far as I know, there aren't",4.0487533,4.3306265,4.105144
He still hadn't come to,-0.3255111,-0.5513769,0.13858636
That's because we don't have,-0.3350382,-0.24478006,-0.14733025
"They'd have covered up the windows completely, except there weren't",3.0302405,3.407642,3.2302358
"Second, on the ones I'm interested in, I don't see",0.7728307,0.8402959,0.75207806
We don't want to take,0.5096758,0.20267498,0.5780808
"The water's moving through there fast, and there aren't",11.35977,11.7962265,11.979442
I didn't see,-0.41817346,-0.44657177,-0.508845
The go-to won't use,0.6392249,0.5741695,0.49453178
You wouldn't have gotten,-0.6976856,-0.6525795,-0.6809479
Marco felt a little worried about these up-timers and hoped there wouldn't be,0.5791017,0.63828474,0.66190267
He didn't want to leave,-3.5665627,-3.4895358,-3.554319
I'll tell them that you don't have,-7.195098,-6.995461,-6.952508
I don't need,-8.186141,-8.227231,-7.784028
Too bad we don't have,-1.2619979,-1.4707847,-1.0753647
"Still, it's odd that I haven't seen",0.89471686,0.81657624,1.019869
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
"No, I don't have",0.95130324,1.0780845,1.0885075
The people at the courthouse didn't ask,0.9913121,0.96606505,1.1700654
We don't actually have,0.85116875,0.84748316,0.7334668
But Antonina didn't expect,0.90027183,0.897225,1.2497065
At least there won't be,-1.7597646,-1.8065121,-1.334848
He wasn't expecting,3.7278512,4.1449337,3.558022
There weren't,16.246693,17.12653,17.017818
"Any time some villagers got their hands on some of them, they didn't take",0.9259041,1.0908817,0.89557976
Hedidn't have,1.9064529,1.7376186,2.5195377
I didn't get,-0.74341667,-0.5555078,-0.3612009
There weren't,16.246693,17.12653,17.017818
We don't have,1.3276724,1.1780308,1.0118568
He hasn't done me,0.89418477,1.1391709,0.8851663
Then there isn't,5.096428,5.7901106,6.2843804
I haven't,14.183582,14.544412,14.171989
«I don't know,4.059019,4.2696185,4.741662
"«Well, we don't have",0.1100232,0.45886588,0.31618047
You don't have,-212.93744,-212.16571,-211.99036
You don't have,-212.93744,-212.16571,-211.99036
I won't give you,-4.592808,-4.7426076,-4.3453965
So don't go getting,-4.10381,-4.0041704,-3.4275727
"David was surprised at that, they didn't usually do",0.771148,0.7387449,0.70027816
She didn't see,-0.70685434,-0.9501811,-0.4249484
Babysitting was my only hope Except that I didn't get,-0.8463335,-0.6611218,-0.69412076
Still I didn't want to face,0.3061256,0.3600911,0.44010285
Alex didn't experience,0.801993,0.84383297,1.901473
Thankfully he didn't make,0.7912345,0.86667734,1.0829737
She hadn't noticed,5.8643417,5.60305,5.5565186
"The wounds had been easily explained as glass cuts, and luckily she hadn't severed",0.82580674,0.955997,0.87262046
But I don't have,0.5099953,0.67076313,0.64665025
Hadn't made,2.2088099,2.9055357,2.7875347
"""(""""Well, at least they don't mean you",-1.5359557,-1.4720238,-1.4425603
I haven't,14.183582,14.544412,14.171989
I don't have,-0.13459282,0.11821462,0.19431818
He didn't want,-6.3942547,-6.271599,-6.217663
I don't see,0.3309852,0.24593309,0.30262408
Nuns didn't have,-2.316682,-2.2249725,-1.7303224
"He and Hursey had done the deed, yeah, but didn't make",0.10320157,0.19124594,0.62668145
Looked like they weren't taking,-0.49649787,-0.36573207,-0.20740369
"""Okay that's all fine for Dearborn, Jack said, """"but I don't remember",0.49040747,0.58596575,0.5803912
"No, they hadn't had",-0.17192769,0.036499992,-0.18821338
When he asked to see Father Ed she tried to tell him that he didn't have,-8.861174,-8.587904,-8.771326
Not like there aren't,2.949213,4.0389123,3.737046
I didn't see,-0.41817346,-0.44657177,-0.508845
Didn't seem to have,5.3493376,5.020321,5.7323704
"Sure, Rafe called her one and didn't seem to have",1.1765342,1.13975,1.1223986
Maybe that's why Jack wouldn't let her have,0.13083166,0.10692432,0.19953664
I haven't made,5.3028398,5.6482687,5.2667603
I don't have,-0.13459282,0.11821462,0.19431818
I don't have,-0.13459282,0.11821462,0.19431818
We don't have,1.3276724,1.1780308,1.0118568
"The more she thought about it, the more certain Arlene became that Judy wouldn't let",1.3144072,1.5211824,1.6266519
`She didn't have,-1.1299833,-1.0023739,-0.84571207
And we aren't making,-0.37981576,-0.16186315,-0.109373085
They didn't go to,-3.7547002,-3.7195566,-3.4355917
We don't want,1.8843186,1.6978393,2.091063
She hadn't had,0.99071294,1.0753841,0.8143828
Nobody had touched the young horse's cock and balls so he wasn't showing,0.8427604,0.8872686,0.83238935
"Maybe you've already shocked me enough, Stacy said, seeing that there weren't",1.3097804,1.5826788,1.4757812
He told her Jane didn't have,-2.0135157,-1.7733544,-1.6177012
"She hesitated, realizing she hadn't made",-0.3638887,-0.42107457,-0.52119124
They didn't exchange,0.028520048,-0.03642583,-0.046533227
I don't think,-0.40707457,-0.48255265,-0.3415531
And don't make,-0.8469805,-0.6827626,-0.10592535
"No, he hadn't had",-0.610749,-0.35249,-0.5856238
The horny nurse knew that she wouldn't have,-4.300849,-4.3337946,-4.0451207
Maybe there weren't,4.516425,4.9460897,4.665965
"Maybe, when there aren't",3.0343623,3.6613948,3.5753398
"""Beau continued, """"I didn't think we had",-1.7734125,-1.4292835,-1.3862724
Mark and I didn't draw,0.28410628,0.3064837,0.40827304
Certainly we haven't,4.668111,4.873124,4.59838
I guarantee you won't have,-9.947916,-9.822321,-9.623658
There weren't,16.246693,17.12653,17.017818
"Gussy, computers haven't got",-9.933246,-10.0763855,-9.524475
There aren't,22.277325,22.98354,23.156467
"Though, of course, one might go to laugh at it… I am sorry there won't be",-0.16993365,-0.086566314,-0.021056764
He didn't want,-6.3942547,-6.271599,-6.217663
"They fought desperately, for they knew what their doom was, and there weren't",1.3088365,1.5660821,1.3213484
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't,1.5033259,1.6400397,1.9901339
You won't have,-6.6656127,-6.7325535,-6.7178307
I don't have,-0.13459282,0.11821462,0.19431818
I don't have,-0.13459282,0.11821462,0.19431818
"Big Head, fortunately, went back to his mathematics and didn't write about",0.25873917,0.27416098,0.33050677
You definitely won't have,-5.9087377,-5.97761,-5.7425623
There wasn't,20.037346,21.183796,21.255457
I didn't see,-0.41817346,-0.44657177,-0.508845
I don't plan to take,-1.0478227,-1.2338234,-1.0897315
Her father didn't have,0.13846779,0.19717944,0.52466524
There weren't,16.246693,17.12653,17.017818
Danny was breathing and I didn't see,0.45187357,0.4058851,0.20325035
At least I don't keep,0.8724853,0.85693383,0.9079595
It wouldn't have made,1.6603773,1.601756,1.3651676
"I shrugged, but there didn't seem to be",-0.47253174,-0.417081,-0.46382523
Then I saw the steel shutters over the windows on two sides; the General wasn't taking,1.3725966,1.4003799,0.9417136
There weren't,16.246693,17.12653,17.017818
Moscow won't be mining,-7.417737,-7.681985,-6.720222
We don't have,1.3276724,1.1780308,1.0118568
We don't have,1.3276724,1.1780308,1.0118568
"Gray searched his mind, but didn't recall",1.2659642,1.4461439,1.4150796
But I don't see,1.3410729,1.3873054,1.3679559
"That you guys asked me questions about them, but I didn't have",-0.9566224,-0.8406685,-1.094248
There weren't,16.246693,17.12653,17.017818
I don't need,-8.186141,-8.227231,-7.784028
I don't hold with,-0.3627472,-0.64840627,-0.19432536
There won't be,-17.69844,-16.813433,-15.577871
They didn't have,-4.473027,-4.435385,-4.3501124
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
But there won't be,-0.7772229,-0.48027262,-0.12584019
There weren't,16.246693,17.12653,17.017818
"See here,' he told the others on the bridge, 'don't get",0.200323,0.13865948,0.80162436
There aren't,22.277325,22.98354,23.156467
We'll have to make sure there aren't,2.8254266,3.33373,3.0175533
He won't make,-0.26243728,-0.15884444,0.44782946
It doesn't take,-3.3995588,-3.2255242,-2.5577786
That person isn't going to make,0.3586976,0.5404312,0.6367165
They don't want,0.5817937,0.73260075,1.4334779
We don't have,1.3276724,1.1780308,1.0118568
Boise wasn't taking,0.77644026,0.7472247,0.91915226
There weren't,16.246693,17.12653,17.017818
"When I was near the edge I paused to look around, but I didn't see",0.42698878,0.41583958,0.13232857
I won't have,-1.3231066,-1.3153304,-1.1683555
They don't open,-4.463845,-4.3157253,-3.5609803
"And the management, they don't want to see",-0.4592863,-0.35940304,-0.2597216
Leon didn't have,-6.3635526,-6.492244,-6.389946
"And those years Ramone had spent in IAD, working mostly behind a desk, hadn't done him",0.8964072,1.0319269,0.91657114
I didn't see,-0.41817346,-0.44657177,-0.508845
We don't want,1.8843186,1.6978393,2.091063
He didn't have,-7.711586,-7.5902033,-7.896208
Mrs. Ackroyd didn't raise,1.9886496,2.263002,2.1762285
I don't see,0.3309852,0.24593309,0.30262408
There weren't,16.246693,17.12653,17.017818
"He went to work on the door, knowing that he wouldn't find",2.1812341,2.1428413,1.9862597
I don't want to take,-0.8921022,-1.0581799,-0.7832164
She hoped there weren't,6.757085,7.43509,6.901548
I don't want,-14.001939,-14.054201,-13.802122
Mr. Holmes didn't give,-0.29477707,-0.353141,-0.34726998
There aren't,22.277325,22.98354,23.156467
So now he hasn't got,-2.0802405,-1.7433337,-1.3699778
Wondered why you hadn't brought,0.12887833,0.3217662,0.30729565
I don't have,-0.13459282,0.11821462,0.19431818
You didn't write,-6.537944,-6.707457,-7.334159
I don't see,0.3309852,0.24593309,0.30262408
"Even so, I don't want",-17.42163,-17.441557,-17.29282
At least you wouldn't be burning,-0.11957696,-0.5842308,-0.5048313
Lucy wasn't making,2.7166097,2.7413125,2.8475952
I do observe Christmas-I just didn't have,-0.40593484,-0.33607775,-0.16502397
"Julie was doing that, but it wasn't by",1.2697916,1.0749409,1.0230732
"""You don't have",-35.88408,-35.78645,-35.68474
I don't have,-0.13459282,0.11821462,0.19431818
Master Ignacio won't allow,1.8984877,1.9675484,2.5501075
"If you and Javier come aboard, I won't ask",-0.30118918,-0.21460223,-0.31845945
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
I didn't see,-0.41817346,-0.44657177,-0.508845
Say they were elf-sized but they weren't like,0.7073761,0.54096174,0.66208136
There aren't,22.277325,22.98354,23.156467
And Mogaba don't have,-0.13594206,0.084001005,0.21459436
But that didn't touch off,0.06300612,-0.035152927,-0.095226556
I didn't hear,0.47469592,0.39757407,0.32619464
That didn't bring,-5.9382987,-5.816642,-5.7810497
"Trouble is, I don't have",-0.057968557,0.09069776,-0.009207778
I didn't see,-0.41817346,-0.44657177,-0.508845
I wouldn't get,1.6479104,1.9367063,2.174207
There weren't,16.246693,17.12653,17.017818
"""He told me, """"You didn't bring me",-2.5839052,-2.5385594,-2.534758
I didn't have,-5.747894,-5.328346,-5.632659
I didn't run,-0.5713587,-0.78766555,-0.8649329
There just aren't,9.104711,10.330753,10.89823
There aren't,22.277325,22.98354,23.156467
He flapped and squawked but didn't get,-0.48407716,-0.4344136,-0.44222692
I didn't see,-0.41817346,-0.44657177,-0.508845
"Miracle of miracles, Dean didn't have",-0.023453385,0.39142185,0.40857613
Take care you don't fall afoul of,1.1450559,1.0378789,1.1498952
We don't need,-2.8298264,-3.0018604,-2.4463465
I don't have,-0.13459282,0.11821462,0.19431818
He didn't see,-1.5347543,-1.8745425,-1.4379576
He don't see,-3.9466906,-4.268143,-4.367233
That there hadn't been,-0.9733367,-0.782751,-0.825443
There hadn't been,-5.311917,-4.811554,-4.2556396
The guide didn't mention,0.4836836,0.7497356,0.95909464
I've been thinking some things that won't win us,-0.08869809,0.1721185,0.32997817
It hadn't changed in,-4.6539674,-4.3651958,-4.929235
There won't be,-17.69844,-16.813433,-15.577871
I didn't have,-5.747894,-5.328346,-5.632659
There haven't been,-2.0758398,-1.5706313,-0.47470903
And the Watch hasn't had,0.70192665,0.94896793,0.78106165
That bastard wasn't spinning off,-1.355109,-1.2632096,-1.1611028
There aren't,22.277325,22.98354,23.156467
He won't have,-3.355576,-3.2686439,-3.04755
I hadn't,11.557175,11.78745,11.391466
So we don't get,1.9433271,2.0503464,2.2452369
I hope he doesn't get,0.5811191,0.529444,0.7124021
There aren't,22.277325,22.98354,23.156467
I haven't heard,4.4438176,4.8345447,4.4388156
"""In moments I reported, """"She's got lots of bruises and scrapes but there isn't",1.7807688,2.2631307,2.078367
There aren't,22.277325,22.98354,23.156467
I didn't get,-0.74341667,-0.5555078,-0.3612009
I haven't seen,5.410234,5.5244374,5.6539927
Won't be,5.294237,5.169387,6.9090576
He wasn't going to take,0.35127568,0.29629055,-0.6264729
He wasn't going to win,-1.923173,-1.9492519,-1.8298488
There aren't,22.277325,22.98354,23.156467
"""A good thing I didn't have",-4.055453,-4.091376,-4.43665
We know there won't be,-0.41699618,-0.39626697,-0.038222637
You'd better hope there aren't,1.8534527,2.5168195,2.0137293
But Frank wasn't troubled by,2.487741,2.5705845,2.3072453
I don't have,-0.13459282,0.11821462,0.19431818
He hadn't got,-6.9805584,-6.4237814,-6.6313014
You haven't,8.264353,9.134198,7.597697
"Listen, John, that girl wasn't injured in",2.7670069,2.8246632,2.6903224
I haven't heard,4.4438176,4.8345447,4.4388156
We don't have,1.3276724,1.1780308,1.0118568
The target was closing on them so he didn't have to make,1.1764759,0.9616791,1.1923654
"I don't, though — and",-1.8446467,-1.9192128,-1.7097474
And there aren't,7.6019697,8.007204,8.1086035
"Hey, you didn't break",-1.2571155,-0.9292496,-0.8541188
haven't heard,1.5505083,1.5658615,1.8881419
I don't want to break,-1.3390048,-1.5962472,-1.1534398
Chace didn't see,0.22537355,0.32394606,0.8500799
We don't have,1.3276724,1.1780308,1.0118568
He said he wouldn't do,2.2635205,2.4137306,2.2770169
"Besides, when you get close enough to capture him, it won't save",0.292386,0.41553316,0.44867557
"Allander had had time to plan, but he hadn't brought",0.105078585,0.18289672,0.1302756
I'm the only one to do it without a Greek wrap and I don't need,-0.68574,-0.6537883,-0.62375116
I don't need,-8.186141,-8.227231,-7.784028
Travers realized she didn't have,-0.8429237,-0.51808596,-0.25552478
"I'd checked them as I'd gathered them up, but there weren't",0.7289934,0.96973526,0.7862611
"The VA was a big operation with federal funding, so I didn't have",-0.4443834,-0.44382045,-0.65345347
I don't recall,0.9473459,0.7456598,0.96143615
"It took only seconds to retrieve, but from what he saw across the street, there weren't",2.918069,3.2165747,3.2192807
"I, er, I don't have",0.19845504,0.42657915,0.24438813
"But he held his peace, and he didn't make",3.0033805,2.9044452,2.915721
She knows she didn't leave,-0.03389675,0.14542073,0.5019784
There aren't,22.277325,22.98354,23.156467
"I wanted the young people to quarrel, but I didn't want",1.0779966,1.0185051,1.1148701
And the bats won't mid them in,1.9394528,1.8684962,1.8268656
"It must be for her, because Peter didn't have",-1.2967827,-1.1921072,-1.2731456
Now that was a silly thing to say because there weren't,1.360984,1.7707077,1.451162
He won't send,-0.964786,-1.0379828,-0.4756983
We don't keep,1.5873008,1.4396638,1.515828
Nan felt lucky that he hadn't bought,1.4175957,1.4886205,1.6081145
In the Communist-controlled camp they won't let me read,0.67846555,0.6269505,0.75373423
Although I didn't think I had,-2.7582445,-2.3408873,-2.2457452
I didn't ask,-2.3773031,-2.2237904,-1.8674014
We don't need,-2.8298264,-3.0018604,-2.4463465
She said that she doesn't have,0.6210168,0.7739575,0.67504996
We don't want to leave,-0.7381184,-0.862801,-0.5845361
You can look me over all day and won't find,0.7079962,0.7105516,0.85010993
He's stopped for the first time — didn't seem to have,-0.75575763,-0.7304315,-0.44091702
There wasn't,20.037346,21.183796,21.255457
But I don't see,1.3410729,1.3873054,1.3679559
I don't know,3.1374218,3.0949862,3.8626437
"If I let her run around here loose, I won't need",-0.9133247,-0.9303067,-1.077162
I didn't want,-42.818024,-42.834564,-43.064827
"""Here,"""" she said, """"is this vase I haven't",2.4377322,2.5455155,2.2667208
I don't feel,0.6906196,0.62579834,1.1412339
"It was a long, circuitous walk, since he didn't dare give",0.16519254,0.13736737,-0.11182734
I didn't want to cause,0.8292754,0.81243235,0.8743992
"Volunteers, drafted from the street of course, worked ahead of us to make sure we didn't meet",2.3825045,2.6367738,2.4680862
We don't want,1.8843186,1.6978393,2.091063
I didn't have,-5.747894,-5.328346,-5.632659
You don't see,-4.8492665,-5.001109,-5.356728
"Keep your eyes open, but don't show",0.56885445,0.7660436,0.62582517
"Then when we wake up in the morning, there won't be",0.30353633,0.42862105,0.5298329
So far his cock didn't show,1.5765958,1.8253726,1.9724255
She didn't want to leave,-1.0592314,-1.0349737,-0.9549248
Aderno and Velona hadn't paid,1.939223,2.389656,2.4478574
Won't get,9.53911,9.640315,10.552266
"If that kept on for very long, it wouldn't have",0.5802567,0.6557916,0.8409918
Paul didn't hear,-1.2945545,-1.2258602,-0.676614
"The Yankees shot at them like they were us, and they didn't have",-2.1813102,-2.0164568,-1.974833
I don't see,0.3309852,0.24593309,0.30262408
Maybe that's why they don't have,-0.11523852,-0.13115117,0.23566955
"This time, Gudrid didn't show",-0.48940822,-0.4689815,-0.41005623
But he hadn't met,-0.20580408,-0.17474031,-0.25312567
Half of these joints didn't have,-1.0069054,-0.9657866,-0.71013343
He might have pointed out that the policeman wasn't stopping,2.876133,2.9151263,2.7182868
He didn't think,-1.1589377,-1.4305315,-1.206996
He hadn't ordered,1.2523166,1.4616562,0.9812089
"Hell's bells, we haven't got",-2.2719936,-2.2220218,-2.1459496
We haven't got,3.7470021,3.7538915,3.7387114
He did his best to cover up: “I'm sure he hasn't got,-2.3404593,-1.9423862,-1.8488479
If he stopped paying everyone but the soldiers… he wouldn't have,-0.5597494,-0.21743798,-0.36953554
I don't remember,0.6175032,0.62795126,0.8962498
"As far as he knew, the Germans didn't have",-1.7290471,-1.6434534,-1.7628092
But there aren't,10.118433,10.389061,10.518584
"""I haven't heard",0.807912,0.9604786,0.79218286
The Confederates hadn't sent,3.9151144,4.0243373,4.113417
"Trotting forward, Jorge saw that the antiaircraft gun wouldn't stop",0.1185869,-0.038952947,-0.049045324
He wasn't sending back,2.4756005,2.4495492,1.9679948
If he didn't have,-3.0252519,-3.690982,-3.5232565
But I don't see,1.3410729,1.3873054,1.3679559
Reckon folks won't have,-0.6041715,-0.60318744,-0.20922974
There won't be,-17.69844,-16.813433,-15.577871
They hadn't made,2.5512621,2.5930853,3.3562932
I don't see,0.3309852,0.24593309,0.30262408
Or maybe there just weren't,1.4516362,2.0961502,1.9912271
Leastways we haven't had,-1.9601604,-2.0998101,-1.7527823
The USA didn't seem to have,0.15785393,0.22500613,0.2895491
I don't need to waste,-0.7157622,-0.7353276,-0.17325965
I haven't got,3.0444877,3.39016,2.9853697
"Still, although they'd halted, they didn't seem to be in",0.47123796,0.44069535,0.4365217
They don't have,-1.7821808,-1.6058044,-1.5680065
The aliens hadn't generated,3.5125444,3.6415617,3.8599157
There won't be,-17.69844,-16.813433,-15.577871
I didn't see,-0.41817346,-0.44657177,-0.508845
I didn't see,-0.41817346,-0.44657177,-0.508845
I give him credit: he didn't try to cast,-0.365262,0.027121186,-0.22151434
I knew I wasn't going to get,1.0060954,1.1828375,1.1359756
They haven't dropped,-1.7613739,-1.3126549,-0.9152931
And there aren't,7.6019697,8.007204,8.1086035
Because there damned well aren't,1.651856,2.2108445,2.525765
But the carrier hadn't had,2.0654695,2.170175,2.0781007
Mary didn't know,1.1065321,1.1935407,2.1077666
Men who worked for them wouldn't have,-1.6816419,-1.460872,-1.3132888
They didn't take,0.36753532,0.3095929,-0.040568363
There haven't been,-2.0758398,-1.5706313,-0.47470903
They haven't put,7.365428,7.729108,7.818638
Or maybe they just didn't have,0.94972503,1.1927577,1.56549
There probably wouldn't be,-7.511606,-7.1090484,-6.956917
They didn't make,1.2792429,1.2413408,1.7032608
You didn't make,-5.8179107,-5.9708304,-6.4330764
You won't change,23.934654,24.07826,23.996641
And lakes and ponds hadn't had,0.5541729,0.6768806,0.67154074
Dan hadn't seen,-1.9546151,-1.7855074,-0.8304707
"She knew how to deal with that, and also knew it wasn't dangerous in",0.6820133,0.6012209,0.5817332
They hadn't found,3.3030577,3.0891507,3.4842982
Atlantis hadn't had,0.88212866,1.1170549,1.2348335
But he didn't hear,0.3269614,0.36396593,0.3146915
"For that matter, they're still quiet; I haven't had",0.1306219,0.12397783,0.21491656
It didn't look as if,-2.0853095,-2.1145887,-2.0738478
Places where they're still in arms against the CSA are places where there weren't,-0.91447663,-0.5695075,-0.50899744
They hadn't made,2.5512621,2.5930853,3.3562932
The Goldmans hadn't found,2.6787097,2.6757677,2.931065
Willi hadn't seen,0.34588948,0.48436147,1.0081909
Citizen isn't making,0.9617892,1.0666071,1.2084762
I didn't have,-5.747894,-5.328346,-5.632659
There probably wouldn't be,-7.511606,-7.1090484,-6.956917
I haven't had,1.4377086,1.7396758,1.7755977
There aren't,22.277325,22.98354,23.156467
"Yes, but there aren't",0.61182415,0.98755383,0.90940946
Police still didn't have,-13.8634405,-13.757559,-13.473614
She doesn't have,-2.4223318,-2.078622,-1.608109
She exhales deeply but still doesn't show,1.1439255,1.1439317,1.2498555
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
There aren't,22.277325,22.98354,23.156467
We don't allow,-0.061496884,-0.51569694,0.49093017
We don't carry,3.5366464,3.7586288,4.2597485
We don't have,1.3276724,1.1780308,1.0118568
What I'm trying to say is that I don't have,0.15875416,0.31448644,0.23273815
"As I fell to the ground outside, I hadn't",0.3851803,0.36453593,0.3067454
"""Of course, said Mark, """"as long as you don't bring up",-0.7538159,-0.7424384,-0.6283363
But you don't have,-59.12525,-58.198044,-58.0271
Senhora Muwulene didn't ask,0.032178164,0.029663324,0.59640867
He hasn't got,-3.3499699,-2.8395033,-2.6712444
But he didn't see,-1.1829559,-1.3181703,-1.0995742
He didn't see,-1.5347543,-1.8745425,-1.4379576
He shook her hard and sat her up but she didn't show,-0.73717934,-0.6857681,-0.41113338
I don't want to jump,2.0816636,1.9597074,2.1482854
He realised he didn't have,-0.9267114,-0.6952629,-0.44190025
I don't think I have,1.3519318,1.4221005,1.4708654
You don't have to sing,-4.327691,-4.492376,-4.4548697
And you don't have,-75.30266,-74.70336,-74.55725
The girls have undressed and we are examining the floor to make sure that they won't get,0.452353,0.45799112,0.44827288
Perhaps he doesn't have,-2.1190858,-1.9935757,-2.0850415
"Go figure it out, maybe they don't have",0.35090104,0.5715841,0.66084737
I haven't,14.183582,14.544412,14.171989
He hadn't noticed,2.8918421,2.6873517,2.49115
He doesn't have,-5.005342,-4.6617737,-4.8137255
There aren't,22.277325,22.98354,23.156467
You're one of the few we've found who hasn't,2.0645642,1.9347231,2.104375
"""Strike your eyes together and make one, said he, """"we don't have",-1.4013689,-1.2362542,-1.302259
But mind you don't breathe,-0.35308185,-0.13326798,-0.084604256
It seems that she hasn't had,-0.3802468,-0.27502728,-0.28074324
But she didn't see,-0.85760874,-1.0453745,-0.79845786
So don't ask me,-0.70344484,-0.9574051,0.06233126
There hasn't been,7.1746435,7.56435,8.478124
There hasn't been,7.1746435,7.56435,8.478124
I don't normally have,-2.6718988,-2.2595415,-1.9572656
It would be best if there weren't,0.5667343,0.64693487,0.22681952
"It's too bad it's closed, but maybe, if there aren't",0.34385762,0.6448776,0.52963066
There's a guy down in the institute who stepped on a mine; he hasn't got,-0.7798568,-0.47456235,-0.3906083
"Which is very likely, considering they won't have",0.29501617,0.3929994,0.2594495
I didn't think he had,-0.3173203,0.15053366,-0.23402405
There aren't,22.277325,22.98354,23.156467
‘I don't see,3.0773287,3.0370598,3.212228
He doesn't know,-0.87243295,-0.89279056,-0.6115472
There just aren't,9.104711,10.330753,10.89823
And there aren't,7.6019697,8.007204,8.1086035
He didn't have,-7.711586,-7.5902033,-7.896208
I didn't see,-0.41817346,-0.44657177,-0.508845
There don't seem to be,-2.0444384,-1.4027765,-0.7537662
Rebus wasn't looking for,-1.55921,-1.6395924,-1.2837462
I don't think,-0.40707457,-0.48255265,-0.3415531
"This group, Sword and Shield, I didn't see",-0.6633435,-0.8297902,-0.6764324
Got out to open the garage… and I didn't have,-1.1539394,-1.0456328,-1.2416633
Rebus didn't have,-2.6024008,-2.5524123,-2.237575
"I may have thought you were being a fool, but I wasn't going to take",-0.4856642,-0.41673785,-0.44442862
I haven't noticed,4.47849,4.7963376,4.996813
There hadn't been,-5.311917,-4.811554,-4.2556396
You certainly didn't seem to have,-1.1714289,-1.2168632,-1.0900567
I thought you'd realize I wouldn't allow,-0.317886,-0.22109735,-0.27637643
But there weren't,8.729517,9.146074,8.801216
She didn't need,-14.311048,-14.587037,-14.233402
He doesn't owe you,-3.315822,-3.0451865,-3.4875283
She won't hurt Lani in,0.9411583,1.7931159,1.8845371
And you don't see,0.72020745,0.724187,1.0061241
We don't want,1.8843186,1.6978393,2.091063
I don't have,-0.13459282,0.11821462,0.19431818
I don't have,-0.13459282,0.11821462,0.19431818
I don't see,0.3309852,0.24593309,0.30262408
There won't be,-17.69844,-16.813433,-15.577871
I guarantee they won't run,-0.5852353,-0.5546445,-0.4413576
"Last time I looked, there weren't",2.8909302,3.1203592,2.8829198
And I don't want,-10.49522,-10.565976,-10.312902
Sienna didn't show,2.1973956,2.45613,2.9324248
I don't need,-8.186141,-8.227231,-7.784028
"Pavski might kill you, and I wouldn't have",1.8101556,2.013889,2.2372763
Montalvo hadn't given her,1.3354282,1.814701,2.5006049
There aren't,22.277325,22.98354,23.156467
"I had no lease and was on a month-to-month arrangement, so there wouldn't be",1.6206483,1.6712489,1.5955262
I supposed they didn't have,-1.1263974,-1.1494247,-0.9136199
There aren't,22.277325,22.98354,23.156467
We have to live and we haven't,1.9543488,2.2731576,2.146114
Please don't take,-16.765347,-15.963337,-14.89102
But please don't ask,3.4974847,3.4350202,4.1710277
He hadn't seen,3.0453963,2.9458141,2.8945599
And we don't have,0.5042858,0.62807167,0.6577121
Grade two sunglasses don't give,2.5569894,2.473053,3.100018
Sometimes it doesn't take,-0.10387552,0.07446778,0.57401085
You don't expect to see,-2.9433722,-3.045479,-2.8659954
But if there weren't,-3.488947,-3.5564895,-4.0608864
There aren't,22.277325,22.98354,23.156467
"He claimed it was a mistake, but listen, he doesn't make",0.89381313,0.82554173,0.91504395
I didn't get,-0.74341667,-0.5555078,-0.3612009
And Marlene didn't show,1.0389315,1.301266,1.7415442
I don't have,-0.13459282,0.11821462,0.19431818
"""He said, """"As a matter of fact, They haven't held",-1.2014703,-1.1576372,-1.0952358
"The old man was crazy as a coot, but he didn't keep",-0.62388515,-0.57656384,-0.52994764
There aren't,22.277325,22.98354,23.156467
He wasn't reaching for,5.9417973,5.99816,5.3339458
I won't base,-2.9627745,-3.1979465,-2.2739956
We don't have,1.3276724,1.1780308,1.0118568
You won't make,8.658723,8.88419,8.946746
"""He said, finally, """"I don't see",0.9382212,0.9776149,0.896876
"""Miss Fellowes said, """"Then Timmie-"""" """"No, he doesn't present",0.25287467,0.61622846,0.40872067
"After he was clean, I sat down beside him to sing to him, since I didn't know",1.2775607,1.3744549,1.3414763
This was true: I hadn't,0.7170226,0.8275124,0.7816278
That was why he hadn't made,-0.048334926,0.00729686,0.05375856
"Shit, his artist portfolio didn't have",-1.4261165,-1.3931718,-1.5110078
"There is no bigotry here, there aren't",0.78667164,1.3662493,1.1124704
"""Suzy said: """"Because you don't have",0.9862819,1.1844068,1.1889412
"Now that I'm looking at this as a bank, there aren't",2.287262,2.4887705,2.5142655
He hadn't wanted,-4.4400845,-4.2556796,-4.424993
I don't want,-14.001939,-14.054201,-13.802122
"""Good, Dave said, """"now don't make",1.5117265,1.7695754,1.8813405
But you're rich and you won't have,0.2792047,0.34784794,0.4194032
I didn't want,-42.818024,-42.834564,-43.064827
Cassie Young didn't mince,-10.005519,-9.132419,-8.487541
"Naturally, Daphne Lewis and Maggie Lewis don't appear in",0.6628856,0.7463329,0.824844
"As a matter of fact, I don't read",-0.9270805,-0.8382536,-0.7348177
"The car is still impounded, but you won't have to pay",-0.14531447,-0.065182805,-0.12883483
