sentences,base,contrast,contrast_rnd
"Still, it's odd that I haven't seen",0.58944255,0.472413,0.12442616
There aren't,0.38050726,0.017520329,0.03526102
There aren't,-0.112215534,0.059579253,0.13155764
"No, I don't have",0.54483783,0.5497494,0.027131679
The people at the courthouse didn't ask,0.50985307,0.6080025,0.5594855
We don't actually have,0.1553469,0.21802543,0.19892779
But Antonina didn't expect,0.028819488,-0.005475172,-0.088454254
At least there won't be,-0.118429855,-0.4853526,-0.05199166
He wasn't expecting,0.05032986,0.12840395,-0.042493235
There weren't,0.07538672,0.13779676,0.033290595
"Any time some villagers got their hands on some of them, they didn't take",0.53998244,0.40945622,-0.2502586
Hedidn't have,0.8052461,0.177961,-0.1503439
I didn't get,-0.032621395,0.07519805,-0.22151862
There weren't,-0.052817162,0.07218784,0.05334851
We don't have,0.29476678,0.45376152,0.21728094
He hasn't done me,0.35662234,1.0,0.6654044
Then there isn't,-0.4136784,-0.5412703,-0.21500742
I haven't,1.0,1.0,1.0
«I don't know,0.14874938,0.2116924,-0.8744738
"«Well, we don't have",-0.373093,0.57037127,-0.096298724
You don't have,-0.5059258,-0.494251,-0.53213876
You don't have,-0.7341599,-0.54931533,-0.72364044
I won't give you,-0.20707509,0.15418935,-0.033669963
So don't go getting,-0.313864,-0.22005102,-0.2965311
"David was surprised at that, they didn't usually do",0.23566194,0.008123918,-0.009753469
She didn't see,0.14568554,0.15464237,0.040940106
Babysitting was my only hope Except that I didn't get,0.51317567,-0.08370067,-0.5452843
Still I didn't want to face,0.2021834,-0.24101314,0.4689441
Alex didn't experience,0.05880955,0.20727193,-0.09315382
Thankfully he didn't make,-0.36341995,-0.2429232,-0.2575265
She hadn't noticed,0.787283,0.55445087,0.3230236
"The wounds had been easily explained as glass cuts, and luckily she hadn't severed",0.044065334,0.24108794,0.18290669
But I don't have,-0.023547614,0.16352989,0.027788363
Hadn't made,0.22682424,0.19359168,0.14177684
"""(""""Well, at least they don't mean you",-0.030825257,0.018778719,0.018410312
I haven't,1.0,1.0,1.0
I don't have,0.2862734,0.55471474,0.6556749
He didn't want,-0.14188093,-0.21363932,-0.055622417
I don't see,0.14627728,0.36848888,0.2626223
Nuns didn't have,0.22671276,0.29682752,0.088934846
"He and Hursey had done the deed, yeah, but didn't make",0.5186755,0.22265631,0.3197248
Looked like they weren't taking,0.36932766,0.60226595,0.2210567
"""Okay that's all fine for Dearborn, Jack said, """"but I don't remember",0.0902808,-0.051777083,0.08022563
"No, they hadn't had",-0.03223073,0.24290317,-0.08531668
When he asked to see Father Ed she tried to tell him that he didn't have,0.36340085,0.53468317,0.6458196
Not like there aren't,-0.22149795,0.1920383,-0.5038992
I didn't see,0.31534028,0.22647405,0.22813554
Didn't seem to have,-0.7877062,0.15752739,-0.043697253
"Sure, Rafe called her one and didn't seem to have",0.87790734,0.34965372,0.06067325
Maybe that's why Jack wouldn't let her have,1.0,1.0,-0.015484069
I haven't made,0.10011846,0.24602434,0.1095177
I don't have,0.19066119,0.28680766,0.39539957
I don't have,0.30988523,0.79771644,0.5463212
We don't have,0.35824987,0.34072363,0.1322521
"The more she thought about it, the more certain Arlene became that Judy wouldn't let",-0.10090701,-0.0858481,-0.598907
`She didn't have,0.24111046,0.47415122,0.3707934
And we aren't making,-0.15287486,0.048494056,-0.4238243
They didn't go to,0.12690657,0.08574965,0.16067904
We don't want,0.0019714246,0.061606776,-0.006764188
She hadn't had,0.29259524,0.24900097,0.20651482
Nobody had touched the young horse's cock and balls so he wasn't showing,-0.5735985,0.49376917,-0.28044307
"Maybe you've already shocked me enough, Stacy said, seeing that there weren't",0.041073218,0.11716491,0.26154494
He told her Jane didn't have,0.26555738,0.3390311,-0.21779437
"She hesitated, realizing she hadn't made",-0.12813771,-0.039381195,-0.45549107
They didn't exchange,0.9740678,0.44377792,0.47178844
I don't think,0.1579773,0.9457107,0.6311341
And don't make,0.2890195,0.37220377,-0.047752045
"No, he hadn't had",0.20378283,0.4621596,0.08845573
The horny nurse knew that she wouldn't have,-0.15436375,-0.21115854,-0.12836191
Maybe there weren't,-0.6853127,-1.0,-1.0
"Maybe, when there aren't",0.5839219,0.7994615,0.45114774
"""Beau continued, """"I didn't think we had",0.4510619,0.22549331,0.46458852
Mark and I didn't draw,0.13359924,0.43048617,-0.23193961
Certainly we haven't,-0.018203886,0.57192135,0.12475808
I guarantee you won't have,0.7989004,0.45202085,0.6082428
There weren't,-0.13802366,0.07258638,0.22679625
"Gussy, computers haven't got",0.2832901,-0.12315301,0.26327008
There aren't,-0.16042201,-0.0958257,0.16421264
"Though, of course, one might go to laugh at it… I am sorry there won't be",-0.082040794,0.07259124,-0.23861296
He didn't want,-0.064184755,-0.14518517,-0.051424086
"They fought desperately, for they knew what their doom was, and there weren't",0.5180313,0.17516942,0.03894425
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't,0.46729317,0.28608513,0.28170395
You won't have,0.0041029407,0.08499842,-0.04379842
I don't have,0.2362571,0.40196025,0.71679944
I don't have,0.5331605,0.43243933,0.40315253
"Big Head, fortunately, went back to his mathematics and didn't write about",-0.053786468,-0.16655393,-0.0041052364
You definitely won't have,0.44123018,0.192173,-0.07103046
There wasn't,0.06309556,0.17181236,0.24376157
I didn't see,0.10374649,0.11237781,-0.072666295
I don't plan to take,-0.28985384,-0.030911112,0.23573878
Her father didn't have,0.06690899,0.38169953,0.7131248
There weren't,0.02921383,0.007303945,0.15526626
Danny was breathing and I didn't see,0.44068813,0.48571816,0.30178565
At least I don't keep,-0.63512075,0.14728723,0.057384178
It wouldn't have made,-0.043045875,0.17627843,-0.357078
"I shrugged, but there didn't seem to be",0.0708784,0.41005573,-0.05196886
Then I saw the steel shutters over the windows on two sides; the General wasn't taking,-0.12778561,0.18340944,0.25688404
There weren't,0.052939408,0.0036325965,-0.07424675
Moscow won't be mining,-1.0,-0.24718726,-0.46458268
We don't have,0.3197118,0.12625495,0.31586644
We don't have,0.24167863,0.26344103,0.43943477
"Gray searched his mind, but didn't recall",-0.37681657,-0.2872843,-0.03135395
But I don't see,-1.0,-0.76376945,-0.67979467
"That you guys asked me questions about them, but I didn't have",0.4565806,0.112345055,0.5075998
There weren't,-0.046817757,0.14501041,-0.018141052
I don't need,0.21926486,0.37422168,0.32476038
I don't hold with,0.14051498,-0.18340097,0.0015752304
There won't be,-0.91379243,-0.26661113,-1.0
They didn't have,0.0636611,0.16794871,0.12009201
There aren't,-0.12564756,0.008768807,-0.01644038
There aren't,-0.17912853,0.019495139,-0.23834713
But there won't be,-0.2825301,-0.5063761,-0.2277493
There weren't,-0.0023163317,0.20507161,0.25579992
"See here,' he told the others on the bridge, 'don't get",0.48374355,-0.091304906,0.11194577
There aren't,-0.07653962,-0.3924521,-0.12307271
We'll have to make sure there aren't,0.21340913,0.44631982,0.23712339
He won't make,0.5987333,0.23276904,0.14100023
It doesn't take,0.13148795,0.14940047,0.109660484
That person isn't going to make,0.4994602,0.00049916067,-0.0235825
They don't want,0.060911097,0.30274543,0.10571183
We don't have,0.26180977,0.38936564,0.29543772
Boise wasn't taking,0.4485228,-0.2062499,0.9697714
There weren't,-0.026611848,0.19975893,0.12147483
"When I was near the edge I paused to look around, but I didn't see",0.028233157,0.028438773,0.12463441
I won't have,-0.02330849,0.28310564,0.48035946
They don't open,0.097697526,0.20158806,0.078742675
"And the management, they don't want to see",0.01291702,0.3809304,-0.045899007
Leon didn't have,0.42490876,0.011894331,0.27662572
"And those years Ramone had spent in IAD, working mostly behind a desk, hadn't done him",-0.08336324,0.24923675,0.44111678
I didn't see,0.7408219,0.21458827,0.31812072
We don't want,0.1153134,0.028816622,0.13760616
He didn't have,0.13415217,0.15556644,0.13980372
Mrs. Ackroyd didn't raise,0.4233367,1.0,1.0
I don't see,0.90570915,0.9715563,0.49563166
There weren't,0.04495039,0.03866233,0.070479296
"He went to work on the door, knowing that he wouldn't find",-0.28550434,-0.31969368,-0.60987014
I don't want to take,0.15678841,-0.25557083,-0.06603645
She hoped there weren't,0.232379,0.37729648,-0.005388673
I don't want,-0.0015368861,0.08754543,-0.010971343
Mr. Holmes didn't give,0.28125882,0.20519476,-0.10791442
There aren't,-0.15652734,-0.0058566434,0.00071018736
So now he hasn't got,-0.12774669,-0.20848638,-0.24356331
Wondered why you hadn't brought,-0.31770378,-0.07170621,0.35631347
I don't have,0.18691449,1.0,0.46929407
You didn't write,0.04928891,0.123652376,-0.2950216
I don't see,0.09946715,0.09132989,0.29447883
"Even so, I don't want",0.5018944,0.0904092,0.23943163
At least you wouldn't be burning,0.13070808,-0.28244764,1.0
Lucy wasn't making,1.0,1.0,1.0
I do observe Christmas-I just didn't have,0.19609344,-0.20552759,-0.15736917
"Julie was doing that, but it wasn't by",0.2165243,-0.21796833,0.034647204
"""You don't have",0.059388526,0.5856503,0.4076097
I don't have,0.60604477,0.39574662,0.3597132
Master Ignacio won't allow,-0.11973382,-0.22953287,0.047130767
"If you and Javier come aboard, I won't ask",0.13632715,0.0667426,0.07725406
There aren't,-0.19471878,-0.17912899,-0.07541876
There aren't,-0.15625401,-0.14341019,0.04037364
There aren't,-0.16495879,0.020135913,-0.021126876
I didn't see,0.09672243,0.15285312,0.025385208
Say they were elf-sized but they weren't like,0.077119194,0.4328609,0.5966716
There aren't,-0.09119502,-0.1972627,-0.0027916292
And Mogaba don't have,0.15788539,0.38927603,0.47778848
But that didn't touch off,-0.23207064,-0.23939206,-0.3417483
I didn't hear,0.82468164,0.31130943,0.8562708
That didn't bring,-0.6412517,-0.9536937,-1.0
"Trouble is, I don't have",0.09099294,0.1334959,0.7976138
I didn't see,0.18160915,0.15438178,0.2687812
I wouldn't get,0.21128683,0.38155732,0.17037635
There weren't,0.13853997,0.11966567,0.063109174
"""He told me, """"You didn't bring me",0.16944093,-0.2950094,-0.117487304
I didn't have,0.17763257,0.3214437,0.13415465
I didn't run,0.64506096,0.60731304,0.82949996
There just aren't,-0.71802455,-1.0,-1.0
There aren't,-0.18780726,-0.040535774,0.104969054
He flapped and squawked but didn't get,0.2161203,-0.22135848,-0.105706386
I didn't see,-0.0025210972,0.17852928,0.1649986
"Miracle of miracles, Dean didn't have",0.43096283,0.13453819,0.82499105
Take care you don't fall afoul of,-0.36883965,-1.0,-1.0
We don't need,0.4489489,0.30730405,0.32050878
I don't have,0.43454158,0.17360581,0.57473266
He didn't see,0.38294587,0.12459306,-0.7398909
He don't see,0.21971992,0.24820016,0.21491057
That there hadn't been,-0.11890378,-0.32160553,-0.27427706
There hadn't been,-1.0,-1.0,-1.0
The guide didn't mention,0.040148508,0.11225327,-0.048585985
I've been thinking some things that won't win us,0.48685265,0.13004313,0.74880266
It hadn't changed in,-0.49120295,-0.16816533,-0.54089504
There won't be,-0.6723577,-0.53811604,-0.7864729
I didn't have,0.41565102,0.21865168,0.4619025
There haven't been,-1.0,-1.0,-1.0
And the Watch hasn't had,0.17788817,0.25369975,0.16724849
That bastard wasn't spinning off,0.3132571,0.38432145,0.22446087
There aren't,-0.009262167,-0.21733339,-0.123150416
He won't have,0.08435644,0.3135846,0.09632745
I hadn't,1.0,1.0,1.0
So we don't get,-0.20456485,-0.35492498,-1.0
I hope he doesn't get,-0.2923704,-0.30416405,-0.1744297
There aren't,-0.17822677,0.09551567,-0.092497475
I haven't heard,0.7733396,0.5833148,0.54909426
"""In moments I reported, """"She's got lots of bruises and scrapes but there isn't",-0.16403905,-0.11762915,0.09138078
There aren't,-0.16819364,-0.04983846,0.0028962002
I didn't get,0.017073823,0.07596776,-0.56264585
I haven't seen,0.087612264,-0.072545215,0.009591352
Won't be,0.24785385,0.33300465,0.8550342
He wasn't going to take,0.39681396,0.23683012,0.6546919
He wasn't going to win,0.7074779,0.8355618,1.0
There aren't,0.15748103,-0.033876076,-0.0645696
"""A good thing I didn't have",0.26429504,0.3598838,0.40044895
We know there won't be,0.34156817,0.37443906,0.055204276
You'd better hope there aren't,0.21321884,0.2817269,0.20929466
But Frank wasn't troubled by,-0.010247893,-0.1383816,-0.11621161
I don't have,1.0,0.548691,0.43208972
He hadn't got,0.046254802,0.09808677,-0.0084387185
You haven't,0.10046293,0.093982175,0.013353605
"Listen, John, that girl wasn't injured in",0.58228105,0.20805497,0.2970096
I haven't heard,0.53406346,0.646689,0.48078164
We don't have,0.27055186,0.22506455,0.33762985
The target was closing on them so he didn't have to make,0.17114858,0.11711996,0.3600407
"I don't, though — and",0.2209225,0.8608536,-0.052718017
And there aren't,-0.3709948,-0.31926477,-0.33581233
"Hey, you didn't break",0.35210353,0.72128314,1.0
haven't heard,0.42031953,0.40793306,0.2556507
I don't want to break,-0.29351294,-0.27611685,-0.3298973
Chace didn't see,0.00055140216,0.3803063,-0.027908716
We don't have,0.30677667,0.46143457,0.45536387
He said he wouldn't do,0.13078861,0.2361509,-0.051477924
"Besides, when you get close enough to capture him, it won't save",0.50227314,0.54280967,0.26740143
"Allander had had time to plan, but he hadn't brought",0.24275793,0.6820247,-0.20709832
I'm the only one to do it without a Greek wrap and I don't need,0.20724162,0.23166016,0.4809364
I don't need,0.32811043,0.38573977,0.20544513
Travers realized she didn't have,0.31421578,0.61261106,0.3004196
"I'd checked them as I'd gathered them up, but there weren't",0.05675347,0.07709213,-0.0031286657
"The VA was a big operation with federal funding, so I didn't have",0.50174373,-0.17450672,0.1692468
I don't recall,1.0,1.0,1.0
"It took only seconds to retrieve, but from what he saw across the street, there weren't",-0.30848306,-0.01381321,0.030093178
"I, er, I don't have",0.18377645,0.45085752,0.9189311
"But he held his peace, and he didn't make",0.51096,-0.025157936,-0.5182149
She knows she didn't leave,1.0,0.1858642,0.1466797
There aren't,-0.16089708,0.13609657,0.1580648
"I wanted the young people to quarrel, but I didn't want",-0.3051946,-0.0041200467,-0.045778617
And the bats won't mid them in,0.34679824,0.4986249,0.8196039
"It must be for her, because Peter didn't have",-0.0065824366,0.4889162,0.8977501
Now that was a silly thing to say because there weren't,-0.005984381,-0.114490785,-0.12109738
He won't send,0.3271756,0.1129638,0.2888527
We don't keep,0.4424288,0.98045474,0.32480383
Nan felt lucky that he hadn't bought,-0.15773238,-0.01962842,-0.30066177
In the Communist-controlled camp they won't let me read,0.39189655,-0.197031,-0.23094377
Although I didn't think I had,0.5128275,0.39620495,0.24588734
I didn't ask,0.4113757,0.42084727,0.7749518
We don't need,0.37152597,0.33304763,0.2709359
She said that she doesn't have,0.36291078,-0.00040162643,0.023822086
We don't want to leave,-0.120167084,0.15162246,0.07112485
You can look me over all day and won't find,0.35390893,0.045968268,0.2690378
He's stopped for the first time — didn't seem to have,0.49866965,0.55376667,1.0
There wasn't,0.15193209,0.12479582,0.30860373
But I don't see,-0.01589084,-0.018432181,-0.39775768
I don't know,0.2571519,1.0,0.10621554
"If I let her run around here loose, I won't need",0.20131858,-0.03691439,0.12208841
I didn't want,-0.16697513,-0.17601351,-0.28857446
"""Here,"""" she said, """"is this vase I haven't",0.06688774,0.1837758,-0.06453154
I don't feel,0.5665212,1.0,0.35201427
"It was a long, circuitous walk, since he didn't dare give",0.19474338,-0.14841083,0.042343754
I didn't want to cause,0.2950859,0.64888394,0.6496857
"Volunteers, drafted from the street of course, worked ahead of us to make sure we didn't meet",0.12013475,0.9317442,0.20768136
We don't want,0.06851599,0.07583434,0.18465656
I didn't have,0.14067581,0.28715166,0.22826937
You don't see,-0.4768874,0.00090648694,-0.17321226
"Keep your eyes open, but don't show",-0.24226493,-0.38574994,-0.28358203
"Then when we wake up in the morning, there won't be",0.12478266,0.07924202,0.056053296
So far his cock didn't show,0.19092698,0.020246891,0.61130536
She didn't want to leave,0.5754246,0.33966592,0.5165351
Aderno and Velona hadn't paid,-0.041108295,-0.07459183,-0.12684803
Won't get,0.10822489,0.13510789,-0.092900455
"If that kept on for very long, it wouldn't have",0.39220074,-0.19226708,0.21527363
Paul didn't hear,0.27876645,0.19057612,0.5194208
"The Yankees shot at them like they were us, and they didn't have",0.28107506,0.2391075,-0.19128357
I don't see,0.1873872,0.20948488,0.32076183
Maybe that's why they don't have,0.2765518,0.31806353,-0.17885394
"This time, Gudrid didn't show",0.3519289,0.18871106,0.3493694
But he hadn't met,-0.3536571,-0.066414,-0.102938905
Half of these joints didn't have,-0.0015161108,0.028795006,0.2790396
He might have pointed out that the policeman wasn't stopping,0.45530272,-0.17585625,0.31634888
He didn't think,0.30648187,0.29824078,0.18579832
He hadn't ordered,0.49837255,0.15419407,0.05670116
"Hell's bells, we haven't got",-0.11275317,-0.22623213,-0.528209
We haven't got,0.055677544,-0.05535408,-0.06428499
He did his best to cover up: “I'm sure he hasn't got,0.06613795,0.068744205,0.3066546
If he stopped paying everyone but the soldiers… he wouldn't have,0.31692684,-0.023150478,0.22817118
I don't remember,1.0,1.0,1.0
"As far as he knew, the Germans didn't have",0.48103365,0.88295525,0.26944315
But there aren't,-0.049027957,-0.20246753,-0.44484323
"""I haven't heard",0.68446404,0.92569214,1.0
The Confederates hadn't sent,-0.08539832,-0.11031222,0.07086233
"Trotting forward, Jorge saw that the antiaircraft gun wouldn't stop",0.1536564,0.3826329,0.10130756
He wasn't sending back,0.09607155,0.16097897,0.10634153
If he didn't have,-0.07648371,-0.0055979528,0.041733045
But I don't see,-0.37142932,0.017564248,-0.9286061
Reckon folks won't have,0.4192661,0.67759407,0.90748495
There won't be,-0.9436368,-0.95824933,-0.9211444
They hadn't made,0.239045,0.13534485,0.18035665
I don't see,0.53693426,0.5169283,0.27902356
Or maybe there just weren't,-0.1638263,0.027589632,0.008912039
Leastways we haven't had,0.77462727,-0.35605773,0.45348117
The USA didn't seem to have,-0.2019319,0.6354493,0.18154578
I don't need to waste,0.039157085,-0.06720816,-0.23123686
I haven't got,0.10707897,0.16503598,-0.08185067
"Still, although they'd halted, they didn't seem to be in",0.35926503,0.10935236,0.34575534
They don't have,0.18617359,0.092707515,0.15112753
The aliens hadn't generated,-0.010666478,0.26803017,0.4015059
There won't be,-0.44140023,-1.0,-0.7959351
I didn't see,0.3844862,0.31209692,0.27880982
I didn't see,0.21822178,0.2173027,0.09502699
I give him credit: he didn't try to cast,0.11316774,0.10636748,0.030586613
I knew I wasn't going to get,-0.38172647,0.119857445,-0.21136028
They haven't dropped,-0.0345586,0.37621757,-0.14973514
And there aren't,-0.60457003,-1.0,-0.42332602
Because there damned well aren't,-0.8437116,-0.25785616,-0.24294464
But the carrier hadn't had,-0.058271497,0.16527952,0.17218122
Mary didn't know,-0.16057882,-0.38318428,0.113274604
Men who worked for them wouldn't have,0.6147131,0.026249878,-0.2918869
They didn't take,0.17714468,0.3653715,0.0086006895
There haven't been,-1.0,-1.0,-1.0
They haven't put,0.090836965,0.470175,0.20460424
Or maybe they just didn't have,0.1038825,-0.42148417,0.020011058
There probably wouldn't be,-0.5298999,-1.0,-0.976998
They didn't make,0.27459425,0.093682095,0.09533934
You didn't make,0.0144477235,0.027681224,-0.08227401
You won't change,-0.05863363,0.29619378,0.26493898
And lakes and ponds hadn't had,-0.050446596,0.05942354,0.25373745
Dan hadn't seen,0.18851231,-0.055566464,-0.11784106
"She knew how to deal with that, and also knew it wasn't dangerous in",0.007589631,-0.25575048,-0.05097537
They hadn't found,0.4941643,0.2205857,0.08915211
Atlantis hadn't had,0.11167303,-0.012423877,0.11544226
But he didn't hear,0.018521152,0.0065575913,-0.009234807
"For that matter, they're still quiet; I haven't had",0.0686353,-0.01204546,0.41646835
It didn't look as if,-0.03029053,0.06477627,0.035274107
Places where they're still in arms against the CSA are places where there weren't,0.0777241,0.11882647,0.39474747
They hadn't made,0.18679594,0.16132233,0.26718158
The Goldmans hadn't found,-0.02733199,0.29042083,0.34436488
Willi hadn't seen,-0.114428416,-0.21596445,0.062093753
Citizen isn't making,-0.41603062,-0.10887517,-0.6931276
I didn't have,0.23371571,0.30505314,0.4095301
There probably wouldn't be,-0.16631092,-0.7130796,-0.057825368
I haven't had,0.35244387,0.15873244,0.15745059
There aren't,-0.7175664,0.021706127,-0.049177524
"Yes, but there aren't",0.13715172,0.24652496,0.39232132
Police still didn't have,-0.08997453,-0.14778951,-0.04914924
She doesn't have,0.42317417,0.414509,0.54789776
She exhales deeply but still doesn't show,0.10145025,0.18911889,0.4866454
There aren't,-0.15746751,-0.008107564,0.021675205
There aren't,-0.15100604,-0.058566272,-0.032404132
There aren't,-0.06433945,0.0983568,0.022635998
We don't allow,0.4282074,0.48413628,0.39192587
We don't carry,0.74138343,0.61303926,0.67471635
We don't have,0.57425344,0.32185853,0.43827385
What I'm trying to say is that I don't have,0.94325846,0.15568228,0.06464099
"As I fell to the ground outside, I hadn't",0.00059299625,-0.14817904,-0.007308325
"""Of course, said Mark, """"as long as you don't bring up",0.027034316,0.051728968,-0.4596787
But you don't have,-0.7398049,-0.40891525,-0.8852666
Senhora Muwulene didn't ask,0.87930274,0.26368907,0.56061924
He hasn't got,0.28154904,-0.018319469,0.11773892
But he didn't see,-0.23041998,-0.2514771,-0.72425306
He didn't see,-0.024038803,0.36951086,-0.17303805
He shook her hard and sat her up but she didn't show,0.21140623,0.09556966,0.17306288
I don't want to jump,-0.079326324,-0.18455972,-0.07027242
He realised he didn't have,0.08450461,-0.20604126,-0.18731074
I don't think I have,0.47252747,0.3025426,-0.28213736
You don't have to sing,0.114771396,0.05659745,-0.26041642
And you don't have,-0.5526115,-0.77904886,-0.63715774
The girls have undressed and we are examining the floor to make sure that they won't get,0.5142698,0.061083317,-0.070167355
Perhaps he doesn't have,0.19810449,0.012107664,0.04962919
"Go figure it out, maybe they don't have",0.13379294,0.033730533,0.21317555
I haven't,1.0,1.0,1.0
He hadn't noticed,0.71092236,0.52797526,0.21834254
He doesn't have,0.36656392,0.37481186,0.27056772
There aren't,-0.17774191,-0.020184847,-0.0462796
You're one of the few we've found who hasn't,0.03213891,0.17657176,0.15375386
"""Strike your eyes together and make one, said he, """"we don't have",-0.045162346,0.382644,0.44350782
But mind you don't breathe,-0.6925426,-0.41023728,-1.0
It seems that she hasn't had,0.19628198,0.06415458,0.041035473
But she didn't see,-0.09818474,-0.20670402,-0.23692897
So don't ask me,0.8964232,-0.00022257534,0.6423334
There hasn't been,-1.0,-0.9878115,-1.0
There hasn't been,-1.0,-1.0,-1.0
I don't normally have,0.37181762,0.32612142,0.19017236
It would be best if there weren't,0.18822446,0.17057683,-0.35268763
"It's too bad it's closed, but maybe, if there aren't",-0.018004175,0.23388001,-0.21708925
There's a guy down in the institute who stepped on a mine; he hasn't got,0.13716407,-0.48230654,0.06304612
"Which is very likely, considering they won't have",0.13516268,0.3136306,0.14046676
I didn't think he had,-0.037534017,-0.3786335,-0.34815642
There aren't,-0.28880802,-0.060465716,0.03487822
‘I don't see,-0.99506193,-1.0,-1.0
He doesn't know,0.18568154,-0.13330999,0.41427168
There just aren't,-0.9959039,-1.0,-0.80264527
And there aren't,-0.78742415,-0.5132848,-0.26415375
He didn't have,0.25422272,0.17990232,-0.062053803
I didn't see,0.19236793,0.12881461,0.19767214
There don't seem to be,-0.912129,-0.7462837,-0.75373596
Rebus wasn't looking for,0.41087338,0.206385,0.3126317
I don't think,0.23428248,0.6034858,0.3929518
"This group, Sword and Shield, I didn't see",0.2306693,-0.18427078,0.11132448
Got out to open the garage… and I didn't have,0.10450246,0.06334649,0.20635557
Rebus didn't have,-0.005166525,0.10831403,-0.015784867
"I may have thought you were being a fool, but I wasn't going to take",-0.05929903,-0.22350323,-0.0067629865
I haven't noticed,0.49322155,1.0,0.67876697
There hadn't been,-1.0,-1.0,-1.0
You certainly didn't seem to have,1.0,0.88873535,1.0
I thought you'd realize I wouldn't allow,-0.059729118,0.011199482,-0.20687331
But there weren't,-0.2331841,-0.035659496,0.20888944
She didn't need,0.31548396,0.23031475,0.32556388
He doesn't owe you,0.10344323,0.23674117,0.32781386
She won't hurt Lani in,0.028138977,0.8650091,0.6552947
And you don't see,-0.96930486,-0.34280825,-1.0
We don't want,0.0954655,0.026158925,0.050442867
I don't have,0.47662595,0.4267545,0.32852736
I don't have,0.27914226,0.26573813,0.37737516
I don't see,0.3801474,0.22236511,0.29784507
There won't be,-0.5214786,-0.8148102,-0.7950756
I guarantee they won't run,0.9461648,1.0,0.58962005
"Last time I looked, there weren't",-0.12370434,-0.15269272,-0.02596881
And I don't want,-0.1456894,-0.38082016,-0.1728052
Sienna didn't show,0.46945217,0.3048165,0.046304137
I don't need,0.21129128,0.20562738,0.30028737
"Pavski might kill you, and I wouldn't have",0.35466895,0.0133222155,0.19973396
Montalvo hadn't given her,0.20188658,0.10745189,0.17720127
There aren't,-0.2512719,-0.02498993,0.048688766
"I had no lease and was on a month-to-month arrangement, so there wouldn't be",0.14173731,0.06913453,0.30508962
I supposed they didn't have,0.03312268,0.061957907,0.15326156
There aren't,-0.07165794,-0.22183251,0.0076459004
We have to live and we haven't,0.035869617,-0.35897192,-0.20854473
Please don't take,-0.45201662,-0.5397504,-0.73836035
But please don't ask,0.34802347,0.3777473,0.31372988
He hadn't seen,0.10459837,0.04557525,-0.06781735
And we don't have,-0.068744525,-0.11461941,-0.25296238
Grade two sunglasses don't give,0.30466786,0.34906608,0.24406496
Sometimes it doesn't take,-0.057695005,-0.7734371,-0.2875794
You don't expect to see,-0.2633971,-0.27005813,-0.41137356
But if there weren't,0.21391535,0.23004565,0.015876291
There aren't,-0.14591178,-0.082265586,-0.007374734
"He claimed it was a mistake, but listen, he doesn't make",0.3224782,0.13978517,-0.17103602
I didn't get,0.12186155,0.05329522,-0.006022148
And Marlene didn't show,0.086895615,0.2368244,0.13291599
I don't have,0.21829696,0.6968299,0.41455817
"""He said, """"As a matter of fact, They haven't held",-0.45754865,0.25582084,-0.08452989
"The old man was crazy as a coot, but he didn't keep",-0.23321304,0.52215207,-0.074068874
There aren't,-0.02632931,0.025885103,0.18202746
He wasn't reaching for,0.055893764,-0.05032458,-0.0036076864
I won't base,0.2217908,0.0655503,0.15122414
We don't have,0.6039431,0.2572137,0.3989963
You won't make,0.11569976,0.31947407,0.13384414
"""He said, finally, """"I don't see",-0.02538868,0.12558506,0.004561976
"""Miss Fellowes said, """"Then Timmie-"""" """"No, he doesn't present",-0.02023781,-0.10377639,-0.15850875
"After he was clean, I sat down beside him to sing to him, since I didn't know",0.16710779,0.1750131,0.28844655
This was true: I hadn't,0.017291958,0.07106268,0.08140652
That was why he hadn't made,0.05315196,0.17829742,-0.116379626
"Shit, his artist portfolio didn't have",0.1997546,0.7530284,-0.75976324
"There is no bigotry here, there aren't",-0.3985067,-0.73699385,-0.58977276
"""Suzy said: """"Because you don't have",0.44114336,-0.035650577,0.3221182
"Now that I'm looking at this as a bank, there aren't",0.12336174,0.03960598,-0.22880772
He hadn't wanted,-0.037407394,-0.0021750068,-0.092166305
I don't want,-0.19575863,-0.034706287,-0.039066456
"""Good, Dave said, """"now don't make",1.0,0.3772094,0.20591539
But you're rich and you won't have,0.7989458,0.5623163,0.60651827
I didn't want,-0.3291319,-0.21297377,-0.04756429
Cassie Young didn't mince,-0.55779374,0.05183463,-1.0
"Naturally, Daphne Lewis and Maggie Lewis don't appear in",0.11935411,0.17399381,0.1564501
"As a matter of fact, I don't read",-0.51793844,-0.21944728,-0.5944668
"The car is still impounded, but you won't have to pay",0.44139168,0.18109486,-0.12838359
"From what I can see, there don't seem to be",0.25885716,0.13475384,-0.018079465
I don't want,0.1823735,-0.115477026,-0.04506463
It's like I don't have,1.0,0.29564095,0.20569585
I don't have,0.49234378,0.32180166,0.897981
He don't win,0.52563053,0.60563034,0.30344903
I don't want,-0.097620286,0.048072923,-0.009507434
"In fact, Eve hadn't noticed",-0.6156971,-1.0,-0.22754031
But there aren't,-0.29969838,-0.39143628,-0.26807135
I didn't notice,0.7882201,0.8736973,1.0
I don't want,0.028315436,-0.050340086,0.106984735
I don't want,-0.057039116,-0.042099167,-0.17241727
