explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
attention,any,logit,baseline,original,"[27.064405    0.51982677  0.8283019   1.2440852   1.1181823   0.99594855
  1.1885014   1.7202327   1.7687376   4.9725375   4.4465265   7.150037
  5.6878147 ]",0.3333333333333333,Lubitsch takes a long time to make sure there are not
attention,any,logit,baseline,original,"[25.15842     0.5764101   0.66783583  0.6972047   0.6939752   0.70106816
  0.76268333  0.67522043  0.81236094  1.0500832   3.3354897   1.2014636
  2.0181613   2.241904    3.978932    3.3609602   5.060185    6.9472046 ]",0.3333333333333333,"Oh yeah, TJ encouraged me as I slid her shorts down, finding she was not wearing"
attention,any,logit,baseline,original,[29.834442   3.4319038  3.7965357  8.711209   6.635874 ],0.25,He did not tell me
attention,any,logit,baseline,original,"[28.351912   2.242707   3.1700137  4.270026   5.467964   5.0767555
  5.6932416]",0.25,Something had happened that does not have
attention,any,logit,baseline,original,[30.615      6.0382757  4.9372888  5.342394   6.308579 ],0.25,Something that does not have
attention,any,logit,baseline,original,"[23.68565     0.7228257   0.77945614  1.4104546   0.9664093   0.6518709
  1.2685679   1.7087187   1.2556217   0.8483494   0.8879333   0.9781515
  1.8699067   2.039025    1.5994506   3.2227612   3.485833    3.3350835
  5.1025515   5.9676123 ]",0.3333333333333333,"There were no signs at all, and when I took another look through the Twilight I did not find"
attention,any,logit,baseline,original,"[26.763304   2.4136841  1.8861092  1.7512563  3.169731   3.7874234
  3.2793713  8.278114   5.5632324]",0.2,The street it was on did not appear on
attention,any,logit,baseline,original,"[27.75912    1.2413659  1.4423188  2.2692065  3.3591418  4.2938685
  4.097187   5.437451   5.9341106]",0.3333333333333333,What's good is that we do not have
attention,any,logit,baseline,original,[31.695356   5.748969   5.6146536  7.618478 ],0.25,You were not carrying
attention,any,logit,baseline,original,"[26.260721   1.0932585  4.572848   1.6988596  1.5821824  1.3986965
  2.3702247  3.4062996  4.6537905  5.23181    6.071691 ]",0.3333333333333333,"I'm horny and, no, I did not get"
attention,any,logit,baseline,original,[31.991285   5.887412   5.4834347  7.420512 ],0.25,Jan did not feel
attention,any,logit,baseline,original,"[27.64001     0.83787704  1.0665208   0.84880066  0.9814062   0.9780971
  1.5595676   1.1910009   1.8983305   3.836354    1.9151278   3.1490474
  4.6156125   7.2374187 ]",0.2,"Now that she thought about it, she realized he had not been wearing"
attention,any,logit,baseline,original,[30.509264   4.7195983  4.4944906  5.4855266  6.667062 ],0.3333333333333333,He just did not know
attention,any,logit,baseline,original,[29.500795   3.6331596  4.2933235  4.3305683  5.06306    6.3427696],0.3333333333333333,"One, they do not have"
attention,any,logit,baseline,original,"[25.48948     0.5142211   0.61332643  0.8933251   1.318846    1.157555
  0.9468035   1.3478342   1.5594951   2.5049744   2.500434    3.3238897
  4.323371    8.413244    5.986926  ]",0.2,"Diverting her gaze to the doors, she did not speak or make"
attention,any,logit,baseline,original,"[28.53209    1.4315424  2.04468    2.539867   4.4171615  4.3609757
  6.975398   5.0402136]",0.3333333333333333,"Not to mention, when there are not"
attention,any,logit,baseline,original,"[25.0643      0.6931606   0.6354816   0.89520764  0.8749345   0.8830457
  0.79463565  1.4330655   1.7829628   2.0024977   1.954498    2.315981
  2.0485692   1.1775281   1.7604226   4.4881797   5.171064    6.0967712 ]",0.3333333333333333,"Sin braced himself for the coming fight, but strangely, Kessar did not make"
attention,any,logit,baseline,original,"[25.642101   1.5900279  1.2160864  1.4172039  1.1748582  1.9634857
  1.9777243  2.401744   3.8536665  4.919076   6.0651464  5.638125 ]",0.5,"It'll have everything you need, and there wo not be"
attention,any,logit,baseline,original,"[29.189222   2.4178896  2.0177102  3.9670615  4.609321   7.0421786
  5.703688 ]",0.3333333333333333,"Because of that, there were not"
attention,any,logit,baseline,original,[29.067734   3.656996   4.619905   5.0035806  5.557562   6.1508255],0.3333333333333333,"Hopefully, War did not have"
attention,any,logit,baseline,original,[30.756815   6.8544064  6.9375463  7.0840335],0.3333333333333333,I wo not hear
attention,any,logit,baseline,original,"[27.975363   3.927582   2.73243    2.735169   4.431729   6.745648
  6.3263783]",0.16666666666666666,The kid did not need to get
attention,any,logit,baseline,original,"[26.030468   1.7431368  1.5488907  2.4761121  3.674448   4.550922
  2.9179766  6.0544343  5.68885  ]",0.5,"I let him stay, he does not do"
attention,any,logit,baseline,original,[30.892406   5.456845   4.9866953  4.98304    6.3344426],0.2,He certainly did not have
attention,any,logit,baseline,original,[30.008839   3.2309473  4.2967544  4.2376237  5.154114   7.363699 ],0.3333333333333333,"Sorry, we did not fill"
attention,any,logit,baseline,original,"[28.448586   2.8702707  3.6695237  4.0182424  3.4710534  4.437546
  7.0351686]",0.3333333333333333,"Unlike Henry, I do not claim"
attention,any,logit,baseline,original,"[27.049955   1.996307   2.240864   2.7461982  4.1747217  5.0700655
  5.960968   6.164046 ]",0.3333333333333333,"And this time, there wo not be"
attention,any,logit,baseline,original,[32.46982    6.719346   5.2512064  6.4948397],0.25,Jack did not have
attention,any,logit,baseline,original,[30.432753   4.0769424  4.461492   6.576568   6.649334 ],0.25,I wo not be making
attention,any,logit,baseline,original,"[29.855423   3.978696   2.1666942  2.137457   4.6742835  4.8433194
  7.764663 ]",0.3333333333333333,The name Jason Khan does not ring
attention,any,logit,baseline,original,[31.530876   5.34204    6.483234   7.0354958],0.3333333333333333,We had not left
attention,any,logit,baseline,original,[29.439995   2.6964555  5.5052285  4.3051524  5.702641   6.3698506],0.3333333333333333,Pity they do not have
attention,any,logit,baseline,original,[29.92148    4.4255342  2.5967844  4.773707   6.0926347  5.9343452],0.16666666666666666,There are not likely to be
attention,any,logit,baseline,original,"[25.444838    1.5695028   0.93492186  0.5879984   0.6371058   1.066301
  0.7388212   1.3339742   1.1298606   1.5959971   1.3600347   0.93956757
  1.0974901   3.3177388   4.3350677   7.002878    5.4637685 ]",0.3333333333333333,"Besides, the Alexandrian priesthoods are a nice little earner and there are not"
attention,any,logit,baseline,original,[30.4804    5.054648  4.505052  6.48      6.340544],0.5,But you have not got
attention,any,logit,baseline,original,"[26.145973   1.3265405  1.2753593  1.7823609  2.0302083  2.4883807
  3.7347345  2.0244749  3.8253121  5.665452   7.422754 ]",0.25,I hear another shot and realise he wo not be answering
attention,any,logit,baseline,original,[29.250626   2.4056854  3.6837237  4.87489    6.7668376  6.2407613],0.5,So just … do not make
attention,any,logit,baseline,original,[30.766127   4.27398    3.3352306  6.970198   6.2564507],0.2,They do not usually have
attention,any,logit,baseline,original,[32.3754     6.021596   5.5991917  6.324707 ],0.25,You did not have
attention,any,logit,baseline,original,"[26.832014   1.267095   1.1770052  1.306541   1.2901244  1.2077355
  1.2210474  2.981884   3.6970248  4.0938373  7.105806   5.9998536]",0.3333333333333333,Anne caught a glimpse of blonde fur… so she had not
attention,any,logit,baseline,original,[31.807903   5.830305   5.486082   7.6736255],0.25,Anne was not wearing
attention,any,logit,baseline,original,"[25.693127   1.625394   1.0604358  1.5976655  1.2042513  0.9372743
  1.0373375  1.7027943  0.9167677  1.0028961  1.18344    2.3438823
  3.2303965  4.2188087  4.813431   6.218887 ]",0.3333333333333333,"She kept her eyes glued to the streets from then on, but did not see"
attention,any,logit,baseline,original,[32.4016     6.1725254  7.5811605  5.981177 ],0.25,And there was not
attention,any,logit,baseline,original,[29.425255   3.551086   3.0985484  4.4587975  7.5881124  6.0865064],0.3333333333333333,Please tell me there were not
attention,any,logit,baseline,original,[29.58333    4.5201683  4.257372   3.8068988  6.199891   5.983224 ],0.5,"""Hope you do not have"
attention,any,logit,baseline,original,[29.755531   4.093671   5.864591   6.699674   6.4892178],0.5,I just wo not have
attention,any,logit,baseline,original,"[24.9805     1.0658354  0.8346786  1.7526948  1.0960015  3.8941011
  1.1197021  0.8309732  1.5092182  1.9095161  2.4071407  3.880113
  4.3155413  4.5854406  5.5393248]",0.3333333333333333,"I read an article about Nirvana on one visit, and it did not have"
attention,any,logit,baseline,original,[29.841217   3.1402092  3.8669844  8.47691    7.104721 ],0.25,It did not give me
attention,any,logit,baseline,original,[29.765175   2.5577774  4.2905374  4.852983   6.9135976  5.7302227],0.3333333333333333,"Oh, but there are not"
attention,any,logit,baseline,original,[32.042892  6.155698  5.671338  7.234883],0.25,You did not bring
attention,any,logit,baseline,original,[32.490845   6.509265   5.4424534  7.2064877],0.25,I would not want
attention,any,logit,baseline,original,[32.829174   5.849843   5.2631974  7.6981072],0.25,I was not planning
attention,any,logit,baseline,original,[32.144165   5.1355686  5.263005   8.045553 ],0.3333333333333333,They had not fired
attention,any,logit,baseline,original,[32.290573   6.149232   5.7278433  7.0920324],0.25,She has not heard
attention,any,logit,baseline,original,"[27.525846   2.187634   3.5609987  4.1219845  5.4389424  6.4137616
  6.335296 ]",0.5,I'm sure we wo not have
attention,any,logit,baseline,original,[29.725925   2.9494991  4.7550087  4.0932817  5.482118   7.1838813],0.3333333333333333,I think we did not hear
attention,any,logit,baseline,original,[30.254272   3.455835   3.5114846  9.032674   6.8651576],0.25,He did not bother with
attention,any,logit,baseline,original,[29.805538   4.487392   5.214964   5.3495016  7.488911 ],0.3333333333333333,Donovan had not expected
attention,any,logit,baseline,original,"[27.798868   1.5211552  2.0868423  3.8332949  5.024466   4.5887256
  4.2193685  6.6668205]",0.2,And of course her boss did not want
attention,any,logit,baseline,original,[29.514946   3.2578661  3.9642823  4.927495   5.4697714  6.408193 ],0.3333333333333333,But the Guards have not got
attention,any,logit,baseline,original,"[25.443506   1.7565471  1.2490684  1.182081   1.0758535  2.5448418
  2.0222764  2.5428014  3.8183334  4.5841336  5.356633   5.6722074]",0.3333333333333333,"My mother was still at church, and we did not have"
attention,any,logit,baseline,original,"[27.697079   2.791326   3.5004096  4.288494   4.2945986  5.4058485
  5.9005685]",0.3333333333333333,"Without him, I do not have"
attention,any,logit,baseline,original,"[26.47644    1.5902625  1.0506576  1.0907787  1.419146   1.0272149
  1.9114228  3.05127    3.852503   4.633856   5.3441896  5.6477094]",0.3333333333333333,"But after all those years of failure, she did not have"
attention,any,logit,baseline,original,[30.270733   2.588296   2.9933627  5.3926063  5.8554044  6.574153 ],0.2,I do not want to see
attention,any,logit,baseline,original,[29.230967   2.9723237  4.5219903  5.9687424  6.1762614  6.4870315],0.2,I had not conjured up
attention,any,logit,baseline,original,[31.278736   2.0169365  2.3128364  4.1409516  6.6329145  7.4480968],0.2,I do not think I broke
attention,any,logit,baseline,original,"[24.528852   1.5541847  2.9114282  3.7180674  2.6398623  3.4764686
  3.8757904  3.478877   5.078506   5.221793 ]",0.3333333333333333,But I need something else and I do not need
attention,any,logit,baseline,original,[29.486904   3.3412366  2.7801814  5.563197   7.080957   6.357761 ],0.16666666666666666,Tim did not try to make
attention,any,logit,baseline,original,[29.608044   3.6545434  4.038658   3.1364393  5.505215   7.6660447],0.3333333333333333,Especially when I do not wear
attention,any,logit,baseline,original,"[28.752316   3.1532025  2.6319058  2.671295   5.8695107  6.7772007
  6.6629963]",0.16666666666666666,Tommy did not wait to hear
attention,any,logit,baseline,original,[29.954336   2.750224   3.0729773 10.262205   6.2755146],0.25,It did not smell like
attention,any,logit,baseline,original,"[28.936733   1.718882   1.7722136  2.7756622  3.5676277  3.716615
  4.9909005  7.3983   ]",0.3333333333333333,Just make sure that you do not shove
attention,any,logit,baseline,original,"[26.200603   0.7487184  1.5981599  1.2461365  1.1156948  1.8450785
  2.2207243  2.5330982  3.0825565  4.220914   6.186967   6.24094  ]",0.25,"The Fifth is damn near gone, and wo not be getting"
attention,any,logit,baseline,original,[30.108898   2.9567983  3.0719743  9.0757475  7.1173477],0.25,He would not ask her
attention,any,logit,baseline,original,"[25.454678    0.5461655   0.5758735   0.60458624  0.69965416  0.7633312
  1.0855377   0.8745898   0.7985429   0.6954348   0.58410156  0.6735968
  0.80978966  1.3221301   1.3531384   2.1958797   3.4280663   3.63836
  7.067494    6.9102435 ]",0.5,"My only hope is that the evening will be relatively uneventful, and that Caesar wo not spring"
attention,any,logit,baseline,original,"[26.84551    1.0409857  1.0206063  1.0293889  2.0456824  1.1688889
  0.9700411  1.3787937  1.5362172  1.7199241  3.9535918  2.9698446
  4.7451034  7.7683077]",0.3333333333333333,Mac walked to the refrigerator and opened it carefully so he would not compromise
attention,any,logit,baseline,original,"[28.037941   2.1845589  1.4475691  1.3534243  0.9761699  1.9747401
  1.6526484  2.3591473  4.9772763  5.148946   7.3652716]",0.3333333333333333,"Unfortunately, Darryl the Rapist did not ring"
attention,any,logit,baseline,original,[30.808256   3.5746465  3.280643   7.7472396  6.761344 ],0.2,I did not come to
attention,any,logit,baseline,original,"[26.086748   1.4139793  1.8937016  1.3764589  1.4208308  1.4225758
  2.1286135  3.0688171  3.2939632  4.107047   4.6890683  6.5306587]",0.3333333333333333,"He looked embarrassed when he saw me, but did not offer"
attention,any,logit,baseline,original,"[27.232677   1.1782619  0.8988442  1.4187957  1.2014773  1.8010837
  2.2206972  2.2601144  3.7633448  4.347415   5.20175    6.867256 ]",0.3333333333333333,"We made it through the day, although Good did not score"
attention,any,logit,baseline,original,[33.04327    5.4538364  5.1703477  7.474882 ],0.25,He did not raise
attention,any,logit,baseline,original,"[23.048994   0.9475696  0.7200144  1.097216   0.7445589  0.6156704
  0.7095508  1.0000751  1.5384376  1.1183468  1.3169918  0.763723
  1.1460052  1.3257366  2.9071517  3.537274   5.0656056  6.4531326
  5.5939374]",0.5,"""If that has to be my last time, she panted, """"I wo not have"
attention,any,logit,baseline,original,"[26.898085   2.0458288  1.4867064  1.8238239  2.1554942  4.552422
  5.4137955  5.7488422  6.5463552]",0.3333333333333333,"Well, my guess is we wo not find"
attention,any,logit,baseline,original,"[25.992363    1.064254    0.94433564  1.4987838   1.7367784   1.32383
  2.5556827   2.088969    2.5630105   3.372799    3.5705812   4.940335
  5.6406646 ]",0.3333333333333333,"It's just that I'm curious, and I do not have"
attention,any,logit,baseline,original,"[27.510832   2.2923121  4.2078195  2.8614058  2.7084994  5.174459
  5.4246273  5.9700193]",0.14285714285714285,The arson investigators did not seem to have
attention,any,logit,baseline,original,"[25.164906    0.7820237   0.5810276   0.64155483  0.87078047  1.3192961
  0.7217463   1.002753    0.87278056  1.4044018   1.1555244   1.5630367
  2.4137042   2.6483624   3.4331343   4.4313817   5.106388    5.6684914 ]",0.3333333333333333,"It was sort of like camping out, only I was sitting upright and I did not have"
attention,any,logit,baseline,original,[29.814175   4.1477633  3.7750142  4.2777314  5.2348423  6.735622 ],0.3333333333333333,"No, I had not seen"
attention,any,logit,baseline,original,[31.743126   5.1452193  6.495283   7.067914 ],0.3333333333333333,I had not left
attention,any,logit,baseline,original,"[27.721182   1.1502082  1.5268728  1.8775839  1.7077558  1.4381897
  2.792297   4.168667   3.5845501  4.3288784  6.527851 ]",0.3333333333333333,"In that case, I'm sure you do not need"
attention,any,logit,baseline,original,"[26.594357    1.5651823   1.3851767   0.79768103  0.89236504  1.6242644
  1.5214254   2.2230287   3.6849751   4.2125583   7.0561996   5.5716896 ]",0.3333333333333333,"You could try Laughlin, Nevada, though there are not"
attention,any,logit,baseline,original,"[28.03037    1.5125372  1.4536241  1.4263569  1.3123395  2.1331425
  3.7289224  4.2665124  6.947971   5.5411634]",0.3333333333333333,I went around this part twice and there were not
attention,any,logit,baseline,original,"[26.253738   1.7594031  1.1896597  1.644699   2.7499182  3.4644578
  4.2638307  2.942246   4.704957   6.280465 ]",0.3333333333333333,Maybe I'm missing something but I do not see
attention,any,logit,baseline,original,"[27.701694    1.2084138   1.6260933   1.2573272   0.83597654  0.9865538
  2.8267894   4.5597367   4.0941815   5.176261    5.96856   ]",0.3333333333333333,"Francie Day Beaudine, you do not have"
attention,any,logit,baseline,original,"[24.735636    1.6670362   0.94857377  1.138755    0.9512427   1.2117351
  1.5958928   1.299037    4.596462    1.85917     3.909679    3.492798
  5.390649    6.996963  ]",0.3333333333333333,My friends in London used to schedule their abortions so they would not miss
attention,any,logit,baseline,original,[30.826294   5.5748787  3.9478433  5.2844596  6.1220193],0.25,Since I do not have
attention,any,logit,baseline,original,[34.572624  8.837704  6.128975],0.3333333333333333,There is not
attention,any,logit,baseline,original,"[25.94642     1.0031106   0.66516054  1.6856376   0.7544683   0.74376523
  0.9516616   0.91470337  1.4213619   1.259619    1.6380903   1.8510982
  3.1736493   2.2874506   3.3552177   5.615785    6.041792  ]",0.25,"He knew every agent in the country was after him, and he would not be making"
attention,any,logit,baseline,original,"[28.47031    1.5301096  2.8468463  2.5218349  4.041784   4.709775
  5.826485   5.980554 ]",0.3333333333333333,She'd told him there had not been
attention,any,logit,baseline,original,[30.120987   1.9468632  3.2458282  5.3918176  5.344424   6.6838007],0.25,Luline did not have
attention,any,logit,baseline,original,[32.69354    5.1130133  6.506985   7.301243 ],0.3333333333333333,I would not lay
attention,any,logit,baseline,original,"[24.18468    1.1645663  1.9615979  1.2372102  1.7276679  0.9824298
  0.8858837  1.6615561  2.0866048  2.117744   3.989157   4.8231044
  5.772536   5.5000343]",0.5,"If the children were gone for three nights, then they would not have"
attention,any,logit,baseline,original,"[28.171343   0.9663092  1.5800015  1.1532745  1.9160597  2.0384839
  4.0310316  4.6462345  7.2941175  5.842676 ]",0.3333333333333333,Dani had phoned to say there was not
attention,any,logit,baseline,original,[27.760061   4.6041875  4.9712567  3.8975096  5.130049   6.9651012],0.3333333333333333,Tell Penny I do not want
attention,any,logit,baseline,original,"[28.740995   2.046642   2.5139868  5.421931   3.826841   4.8459625
  7.621555 ]",0.25,It looked like she was not expecting
attention,any,logit,baseline,original,"[27.927994   2.1543431  1.5007946  2.6613445  2.4207134  5.262485
  4.5240636  5.034178   5.9116273]",0.25,No wonder they told me they did not have
attention,any,logit,baseline,original,"[27.420383   2.7899117  3.3575299  4.7563953  3.7833426  6.582189
  7.412014 ]",0.3333333333333333,"That way, we wo not miss"
attention,any,logit,baseline,original,[31.130442   4.6694646  4.4699306  5.4630566  6.8504004],0.3333333333333333,He sure did not leave
attention,any,logit,baseline,original,[32.27341    6.188149   5.534342   6.9709897],0.25,I have not found
attention,any,logit,baseline,original,[32.16613    5.335397   5.7068796  7.552053 ],0.3333333333333333,We have not committed
attention,any,logit,baseline,original,"[28.650396   1.8063296  1.3600589  2.9336073  3.2984166  9.993029
  6.4254184]",0.25,But Landry had not asked me
attention,any,logit,baseline,original,[32.284718   3.1780012  3.164445   7.662603   6.4216733],0.2,She was not doing herself
attention,any,logit,baseline,original,[30.279987   6.215699   4.391961   5.1875153  6.331933 ],0.25,«You do not have
attention,any,logit,baseline,original,"[28.768097   1.2661716  1.1022838  1.5305387  2.9057872  4.1429596
  4.425701   5.011222   6.309372 ]",0.3333333333333333,That's one down: he was not making
attention,any,logit,baseline,original,"[23.971481   1.4066851  1.116386   1.1220399  0.8855169  2.8564713
  1.9086933  2.7614603  3.0625904  3.0032856  2.7852361  5.0487957
  4.8392906  5.0827885]",0.125,"Even though she has a rabbit coat, there do not seem to be"
attention,any,logit,baseline,original,[32.741306   5.3471107  5.422294   6.969177 ],0.3333333333333333,He had not read
attention,any,logit,baseline,original,"[25.80355    1.3539408  2.417729   1.3499733  1.305422   1.8722177
  1.9925096  2.8582196  4.3832607  3.132247   4.10503    6.6282773]",0.25,"Clearly this drug is enormously exciting, but we do not want"
attention,any,logit,baseline,original,[34.809826   7.4802656  6.627978 ],0.5,could not take
attention,any,logit,baseline,original,"[25.21693     0.6080381   0.5959352   0.7753868   0.6330021   1.0072068
  1.0669787   0.6343841   0.78525555  0.9744146   0.98447156  0.9224042
  0.97934777  1.214655    1.8766564   3.8053482   4.6586957   6.990192
  5.2197104 ]",0.3333333333333333,Mom sent me to a girls school one year and that's all we did; there were not
attention,any,logit,baseline,original,[29.6867     3.7372918  2.9338715  5.465891   5.636931   6.0198984],0.16666666666666666,They did not seem to have
attention,any,logit,baseline,original,[31.654306   5.6683064  5.833547   7.6801825],0.3333333333333333,She had not remembered
attention,any,logit,baseline,original,[34.975597  7.661652  5.893342],0.5,Would not be
attention,any,logit,baseline,original,"[25.437757   1.3133185  1.5012624  1.4534819  2.3773994  3.0340462
  3.9102175  4.1020417  4.263817   4.951607   5.1397514]",0.25,If it was a secret cache there would not have been
attention,any,logit,baseline,original,[32.52154    5.929294   5.2858744  6.6653776],0.25,Richard did not see
attention,any,logit,baseline,original,[30.63013    3.7365606  3.711978   7.1415405  6.585026 ],0.2,She did not know if
attention,any,logit,baseline,original,"[26.504187   1.8237997  1.679045   2.9428153  3.0844624  3.499006
  5.362763   6.290307   6.188418 ]",0.5,But I'm afraid I still wo not have
attention,any,logit,baseline,original,"[28.10296    1.2210772  0.8508914  0.9462234  1.3682946  1.6135674
  1.7507868  1.6213112  2.3069222  3.0812032  7.985191   6.3688693]",0.25,"You may be right, but that still does not do us"
attention,any,logit,baseline,original,"[28.596853   2.9899874  1.6524961  1.6014262  1.6530101  1.9349174
  3.5123076  3.7666345  5.132294   6.2962136]",0.3333333333333333,She glanced back over her shoulder and did not see
attention,any,logit,baseline,original,"[27.478966   1.0408014  1.4780045  2.3521237  1.8900163  1.7882001
  5.1435094  4.581282   7.0024414  5.632759 ]",0.3333333333333333,Fitch looked around to make sure there were not
attention,any,logit,baseline,original,[30.436878   2.246442   3.4613817  4.7460446  5.286854   6.6863403],0.3333333333333333,Kahlan did not see
attention,any,logit,baseline,original,"[25.52144     0.9916766   0.94484967  1.3126143   1.124698    1.3069869
  2.9901671   2.3826222   2.661994    3.291563    8.760417    6.478864  ]",0.25,There were vast areas of the Keep that were not protected by
attention,any,logit,baseline,original,[31.348343   6.3912187  7.3415737  6.153506 ],0.25,Except there was not
attention,any,logit,baseline,original,"[28.20218    1.4168495  1.795803   3.2596834  4.0543995  3.9017239
  5.901737   6.749901 ]",0.3333333333333333,"For one thing, we have not had"
attention,any,logit,baseline,original,[29.83021    3.5145738  4.6078916  4.647439   4.878562   6.192033 ],0.3333333333333333,They said they did not have
attention,any,logit,baseline,original,[32.355286   5.7445745  6.1441426  7.0808945],0.3333333333333333,We have not heard
attention,any,logit,baseline,original,[29.792217   2.846535   3.0726097  4.5579867  6.318756   6.6268787],0.25,He just wo not be making
attention,any,logit,baseline,original,[32.55689    5.589674   5.9549246  6.6048207],0.3333333333333333,We do not know
attention,any,logit,baseline,original,[34.25287    8.412577   7.0343747],0.5,Have not seen
attention,any,logit,baseline,original,[31.063015   4.324723   4.737421   7.0318136  5.763029 ],0.3333333333333333,Perhaps there just are not
attention,any,logit,baseline,original,[29.93126    5.1525154  4.8643155  5.744492   7.3465576],0.3333333333333333,Those men would not win
attention,any,logit,baseline,original,[29.612286   3.6518292  3.77916    5.0106115  5.9928093  5.7885528],0.5,"Well, there had not been"
attention,any,logit,baseline,original,"[23.66164     0.5478183   0.35843158  0.4966213   0.4365607   0.6733523
  0.5608033   1.1847559   0.7274799   0.79728097  0.67433214  0.7737536
  0.61198866  0.8456532   1.0522962   1.0893432   1.0646559   0.8786913
  0.7006528   0.9681319   1.6305424   3.499462    4.43531     7.0414343
  5.310473  ]",0.3333333333333333,"""Masklin, she said, """"you're a good nome and bright enough in your way, but there are not"
attention,any,logit,baseline,original,[30.7778     5.7674236  7.3071785  7.2708874],0.5,You wo not win
attention,any,logit,baseline,original,[33.647827  8.455878  7.145432],0.5,Ca not see
attention,any,logit,baseline,original,"[27.527605   1.3235545  1.6995766  1.3910728  1.3896861  2.9211402
  4.0938673  3.8064003  5.834845   6.381188 ]",0.3333333333333333,"Come to think of it, we have not had"
attention,any,logit,baseline,original,[30.604172   4.6368947  5.486988   5.2892857  6.215836 ],0.25,They probably would not have
attention,any,logit,baseline,original,"[24.8725     2.6488428  1.8987974  3.8575857  3.236115   3.8413305
  3.5812137  6.060667   5.965296 ]",0.5,You stay one thing and you do not have
attention,any,logit,baseline,original,[28.56933    3.947279   4.7359886  4.778023   5.659497   6.2798605],0.3333333333333333,Maybe the boy does not have
attention,any,logit,baseline,original,[29.676718   3.06081    4.1855     3.9426436  7.6167336  5.9076915],0.3333333333333333,She found out there were not
attention,any,logit,baseline,original,[29.4536     3.2304473  4.2720346  4.3728356  6.3909817  6.66584  ],0.3333333333333333,At least he has not had
attention,any,logit,baseline,original,"[26.776644    1.6775249   0.9405775   1.4724219   1.2040098   0.87044144
  1.5980585   1.1365225   2.2147737   3.457695    3.896681    5.8884706
  6.3504815 ]",0.3333333333333333,She's probably trained in hand to hand combat so do not take
attention,any,logit,baseline,original,"[27.980951   3.8119571  1.6890558  1.8022234  2.2964597  4.1489058
  4.0678263  5.192791   6.504698 ]",0.3333333333333333,"The gunman told her, he was not taking"
attention,any,logit,baseline,original,"[22.644966    0.6931135   0.6398394   0.78858614  1.1636049   0.79708815
  0.850668    1.2103084   1.3796887   0.6287066   0.8370274   1.2702467
  0.697       1.0347483   0.81235516  3.0299048   1.8754213   2.1241388
  3.775865    3.2758195   4.1903815   6.281782  ]",0.3333333333333333,"I am going to shift the heavy horse to the right, more towards the Romans, and I do not want"
attention,any,logit,baseline,original,[31.022558   1.9196265  2.62618    4.740395   6.0879135  7.895361 ],0.3333333333333333,Rufio did not waste
attention,any,logit,baseline,original,[29.542278   3.3286202  3.8690078  9.153359   6.826865 ],0.25,And do not show me
attention,any,logit,baseline,original,[29.709366   4.145419   4.7116027  7.1692677  7.2739515],0.25,You wo not be needing
attention,any,logit,baseline,original,[30.496204   2.4921408  2.829879   3.926965   6.4076304  7.7793155],0.2,I do not want to waste
attention,any,logit,baseline,original,[32.62721    6.4664416  5.025861   6.352583 ],0.25,Richard did not have
attention,any,logit,baseline,original,"[28.311016   1.3815899  1.6726106  3.9407709  4.0247936  4.182343
  6.9168577  5.561315 ]",0.3333333333333333,But it was odd that there were not
attention,any,logit,baseline,original,"[23.44015     0.7224446   0.7605586   0.9553834   0.90904367  0.9809687
  0.89969444  1.2893292   0.7751136   1.3861563   0.94496685  1.2941511
  2.422572    3.2541568   2.5599144   2.8976288   5.1623626   4.6556554
  5.0142584 ]",0.16666666666666666,"For all that people were willing to bless or curse the Badge, there did not seem to be"
attention,any,logit,baseline,original,[30.741009   4.8415837  4.269518   5.3988924  6.677507 ],0.3333333333333333,"""I did not see"
attention,any,logit,baseline,original,[29.93729    2.7438297  3.2188783  4.751825   6.66508    6.5703907],0.2,I would not want to put
attention,any,logit,baseline,original,"[26.88521     0.79800415  1.1027222   0.7969565   0.9716698   1.4919553
  1.9833276   1.7660475   5.046669    4.609798    7.0672393   5.6364465 ]",0.3333333333333333,Toby sent Dolly ahead to make sure there were not
attention,any,logit,baseline,original,"[27.592804   1.6499858  1.4696153  2.1712048  3.0077581  3.9371405
  4.2827034  5.5149403  6.0856133]",0.3333333333333333,"If I were you, I would not make"
attention,any,logit,baseline,original,"[27.858152   1.1420844  1.5543538  1.6486311  1.2988393  1.9961976
  3.5036418  2.633432   3.1367629  5.525576   7.074507 ]",0.2,"At the moment, though, he would not have placed"
attention,any,logit,baseline,original,[29.961456   2.3612216  2.9319568  3.5338473  6.397717   8.1912   ],0.2,I do not want to risk
attention,any,logit,baseline,original,"[28.701513   1.5139133  2.3304183  3.0934174  4.043569   3.955431
  4.6505785  6.877981 ]",0.3333333333333333,"At the moment, I do not need"
attention,any,logit,baseline,original,"[28.822147   2.9358819  2.8698404  4.1625137  3.9063787  4.6029205
  7.811452 ]",0.3333333333333333,"So far, we have not spotted"
attention,any,logit,baseline,original,"[26.697884    1.1467904   1.4662652   2.084926    1.6437389   0.71675986
  1.1102556   2.3777409   4.574115    4.493866    5.4196463   6.226571  ]",0.2,A few months ago Pirbazari would not have had
attention,any,logit,baseline,original,[29.768803   4.1986732  5.137676   7.634613   6.564452 ],0.3333333333333333,Provided there were not
