sentences,base,contrast,contrast_rnd
"Now that we have conquered our jealousy, we won't have",0.5963484,0.4794818,0.2410142
She had taken a hint from me and hadn't worn,0.4765327,0.73178595,0.008770626
I didn't hear,0.39511475,1.0,0.100230485
"There's that short mast right on the stern, but there aren't",0.97158957,1.0,1.0
"Well, your crew isn't taking",0.003488492,0.063924775,0.5055711
"""Incredibly, the """"elders"""" hadn't posted",0.41727796,0.78890556,0.7640141
We don't have,-0.027426418,0.1277264,-0.118898325
He hoped to keep his distance and didn't want,-0.58211076,-0.28523374,-0.38790667
You haven't got,0.21094045,-0.056679115,-0.02641976
"We're the, uh, the hostage-rescue team; we don't want",-0.23677851,-0.0013133655,-0.114481136
He didn't have,-0.3359693,-0.26434425,-0.4151087
"""Dortmunder said to the others over his shoulder, """"Just stay right here, and you won't start",-0.4003863,0.44946387,-0.7895847
"I stepped ashore in the dark, hoping there wouldn't be",0.19877265,0.18802594,0.17904748
"""I said, """"I hope you don't have",-0.4799279,-0.059273943,-0.24343403
That way there wouldn't be,-0.21213776,-0.21043116,-0.13892283
Make sure I didn't bring,-0.17273757,0.09180893,-0.0010765699
She wasn't taking,-0.2708712,-0.3481713,-0.9201518
There weren't,0.5288117,0.51726377,0.638587
Two guys who know the stuff don't take,0.3220383,0.33324966,-0.09670203
"It was a four-story building, although there didn't seem to be",-0.29394054,-0.26509443,-0.26245844
I didn't see,-0.0044214246,-0.051785015,0.062677376
Gabriel wouldn't want,0.2874563,0.23417446,0.33416617
I didn't see,-0.122034624,-0.05069834,-0.23621742
It dawned on me that I hadn't been aware of,-0.73363656,-0.4077352,-0.7166433
"Sorry, he didn't have",-0.5229384,-0.42503548,-0.7619791
She didn't require,0.26335415,0.48947233,0.19070989
Her boys certainly didn't have,-0.38194087,-0.40687627,-0.85140437
In the beginning she'd promised herself she wouldn't make,0.0037625728,-0.20830794,0.009252811
"""She - Alice - had screamed at her mother, """"You aren't going to have",0.14261298,0.10074658,-0.37537494
It is because they wouldn't have,0.76846945,1.0,0.4861557
And there don't seem to be,-0.092349716,-0.0021466278,0.088352084
Her pubic hair was thin and sparse enough that I knew that there weren't going to be,-0.0837515,-0.28849304,0.2095654
You know that I didn't have,-0.26874575,-0.35266584,0.096544944
I got a couple of things so that there wouldn't be,-0.21388763,0.08138893,0.04645462
She didn't have,-0.08631159,-0.03246305,-0.06792732
Since she didn't solicit,0.25410435,0.50826186,0.08693026
"Marlyn was behind her, and though surprised, indicated that she didn't have",-0.44615427,-0.42669088,-0.24501204
"I was so afraid that I was going to have to stay at the college, and that I wouldn't find",0.14915118,0.29212326,0.08486077
"We made it clear what we were going to do to the Bishop, and he doesn't have",-0.9201494,-1.0,-0.68045217
"With the suddenness of what had happened, the FBI agents didn't have",-0.7983753,-0.8315426,-1.0
"Standing naked in front of me, she didn't make",0.25722677,0.86264724,0.8472371
"""That done, she turned to me again and said """"And I do hope you aren't experiencing",-0.30458355,-0.2861773,-0.10045024
"""But…"""" Renee shrugged, """"it won't leave",0.081308715,0.11862328,-0.097613856
You won't hear,0.78768456,0.82766706,0.89408976
"I'll be upstairs if I'm needed, but I don't want",-0.02208297,-0.115446,-0.08163427
"Usually it's very relaxing to be with someone who's so self-absorbed, because it doesn't make",0.6213284,0.27371523,0.2028026
If he hasn't actually seen,0.00017750631,-0.74453324,-0.5477428
PANIC A moment ago there hadn't been,-0.12341878,-0.34111252,-0.43779224
If you don't have,-0.2317742,0.0035880886,0.32307604
There didn't seem to be,-0.007860642,0.23307876,-0.20307419
Doesn't ring,0.26538134,0.090700746,0.100312166
You don't take,1.0,0.48991138,0.59525967
I don't need to hear,-0.057910588,0.01820659,-0.014987022
Except there didn't seem to be,-0.3553732,-0.22877763,-0.25099877
There won't be,0.28398758,-0.06533957,0.38860047
He hoped he wouldn't have,-0.37803954,0.013440139,-0.20008826
I haven't noticed,0.2922673,0.11001313,-0.05873636
Lucia didn't have,-0.11322516,-0.074379966,-0.0461983
He wasn't about to take,-0.49697673,-0.64187336,-0.3725385
He didn't wear,0.04369834,0.27266136,-0.11573752
I trust that you won't raise,-0.9579743,-0.92922467,0.3821453
She didn't have,-0.14959344,0.17856294,0.026360966
I didn't plan,0.16696799,0.100777484,0.035305254
"Soon, I wasn't able to see",-0.31148338,-0.09942559,0.02532058
You don't have,-0.73034084,-0.35450122,-0.8927616
"Leave the ship to me, he might have been saying, but don't make",0.3668459,0.2962837,0.1621048
The French don't have,-0.22587574,-0.20181349,-0.12868813
Let's hope we don't get,-1.0,-1.0,-1.0
"That reminds me, I don't see",0.17041457,0.3254701,0.74318093
I don't think we need,0.39578792,0.43277735,0.29027
Let's hope they don't bring out,-0.35113,0.069260925,-0.08840538
The trouble is there don't seem to be,-0.2199992,-0.28844753,0.11333049
"They lose the schooners too,' Ramage pointed out 'Soon they won't have",-0.13905524,-0.39255184,-0.16498731
And they're the losers because soon there won't be,-0.102950476,-0.020336196,-0.38175255
But I don't remember,-0.40622258,-0.030714154,-0.3854526
"""Providing there aren't",0.16570434,0.4563184,0.33834177
I just wanted to make sure you understood that you don't take,0.026663568,-0.055836953,0.16054915
She didn't seem to have,-0.22101048,1.0,-0.30179358
"If he felt her gaze, his back didn't show",0.80460936,0.84320414,1.0
"God, she wouldn't have",1.0,1.0,0.66877764
I'm telling you this so there won't be,0.077367075,-0.047174327,-0.11684899
She didn't have,-0.105561875,-0.2426943,-0.0769533
My eyes were closed but it was like watching fireworks and there aren't,0.9325045,1.0,1.0
"Well, in a lot of cases, we don't have",-0.077551484,-0.06534313,0.07849694
"Anybody who does better than that, who aver- ages more than 3.5 matches, doesn't have to wash",-0.20276175,0.018454278,-0.043761387
I didn't expect,-0.07115506,-0.1704923,-0.042318508
Julie doesn't have,-0.26736918,-0.4687111,-0.7964158
"This is so effective, there won't be",-0.20354584,0.2931598,-0.05388108
One thing about being a cop is that we don't have,0.0072241845,-0.27667612,0.02821438
You wouldn't get,1.0,1.0,1.0
There aren't,0.2493982,0.33707786,0.37127542
Since he didn't have,-0.43424588,-0.14947636,-0.45915982
She hadn't seen,0.34792668,0.30725724,0.6630725
"— and do it right for once, and mayhap he won't break",-0.1039978,0.6414501,0.394269
I didn't want,-0.3576098,-0.37393513,-0.29113203
"Well, I don't see",0.017624523,0.7269879,0.4613182
I didn't have,-0.16616368,0.037824433,-0.18210123
We didn't have,0.09674051,0.19022383,0.054059606
We haven't raided,0.2215305,0.14524187,0.24145174
"But, I say, you know, old thing, I haven't",1.0,1.0,1.0
It is a good thing that I didn't take,1.0,0.22843456,0.5551384
"Well, you two certainly haven't come to pin",-0.17065167,-0.042303395,-0.2118297
But she certainly didn't want to take,-0.5926957,-0.88057464,-0.78986764
"""Well, she sighed, """"I for one won't shed",0.43511096,-0.007260663,0.23395379
Must be impeller-driven but… I don't see,0.31235757,0.4898832,0.4482873
Society doesn't impose,0.79770756,0.76468384,0.47021878
Crafter didn't bring,0.44258484,1.0,0.7488463
"It's my deduction that we can go up and down those stairs all night, and we won't find",0.17502788,0.1500915,0.16970477
"After all, I wasn't expecting",-0.4711777,-0.3348328,-0.61298686
And now they tell me I don't have,-0.32986096,-0.18713675,-0.86690634
I wasn't ready to make,-0.34888786,-0.23426749,-0.549159
There weren't,0.5561584,0.67722994,0.6643319
Sometimes we don't get,-1.0,-0.9899486,-1.0
Ronan won't ask you,0.41518316,-0.20582981,0.14110331
It doesn't require,-0.069371566,0.1257668,-0.08493335
I don't wish for,-0.1818339,-0.61410457,0.17738542
You won't find,0.41861504,0.58054835,0.410414
So that's why we didn't see,0.5184665,0.2615668,0.85131764
There haven't been,-0.32387435,-0.19422387,-0.37077564
We haven't received,0.009931643,0.37165323,-0.036228087
I guess it's good that there aren't,0.514683,0.6067778,0.7958937
But an animal doesn't have,-0.59671,-0.602022,-0.7576569
A fish hasn't got,-1.0,-0.59020436,-1.0
He doesn't know,0.27075863,0.73788965,0.10103965
Some don't have,-0.16189459,-0.20047018,-0.31334376
"I, I don't think I have",-1.0,0.4298779,0.30604747
But you didn't try to test,-0.044430014,0.12929745,-0.51472676
"Harry Potter, judging by the expression on his face, didn't seem to have",0.56390405,0.52528524,0.5366458
Professor Snape hadn't found,0.646913,0.4251294,0.399028
"She kept her jaw locked, didn't let",0.57278085,0.3006025,0.34762734
The man hadn't raised,0.041468225,0.012870681,0.17793432
This time the bat didn't have,-0.52024025,-0.11230573,-0.27715343
There haven't been,-0.3806486,-0.25596526,-0.25114644
"And you know, Pen, I don't see",0.1991898,0.53093755,0.45091602
it looked like he wasn't having,-0.70825374,-0.35018212,-0.2886286
It looked like he wasn't having,-1.0,-1.0,-1.0
"Yes, I needed to know why, if I didn't have",-0.30343756,-0.24253483,-0.072190024
We don't want,0.12553914,0.11724158,0.15795502
Montoya won't win,0.38519385,0.30515152,0.72085327
"Often as not, neither Sylvia nor the children attended-or if they did, there weren't",1.0,0.9409801,1.0
"Other than an occasional Sandoval and two Sneads, Dan and Carly didn't find",0.39292333,0.46007285,0.47827107
The odd thing is that they didn't have,-0.040408026,-0.34305072,-0.25487238
She hadn't heard,-0.18779851,-0.25309044,-0.12312716
I don't expect,-0.07433176,0.22641024,-0.1545374
I don't want,0.052336346,-0.21255004,-0.24453281
They don't want,0.16685973,0.044362836,0.1750002
"He needed some flesh duds, but there weren't",0.72489,0.88638824,1.0
We don't see,-0.26607174,0.47816992,-0.14919658
"Ten minutes ago, when Lloyd came in and told Montez the cop was here to see him, there weren't",-0.021815447,0.80095917,1.0
"But what you could say I do is no more'n luck the dog, 'cause you don't gimme",0.71099627,0.13824807,0.6839355
I don't have,-0.13188627,-0.030141253,0.21357799
I know I wouldn't want,-0.21718378,-0.20354332,-0.032377955
"I was no longer surprised, though, that we hadn't recovered",0.18417679,0.5088396,0.24552111
"Yes,” Joe said, “but we haven't found",0.10910883,0.27774623,0.123244576
I know Hillary wouldn't give me,0.15456754,0.24167767,0.04811503
I don't mean to cast,-0.27197552,-0.060037352,-0.45094576
There won't be,0.41362736,-0.15355617,1.0
My stepfather won't allow,-0.0012227459,-0.10659031,-0.25866163
"That wing is much newer than the rest of the house, and hasn't",0.8213724,0.89204544,0.7434471
Bets just hasn't,1.0,1.0,1.0
I don't want,-0.10447073,-0.11994953,-0.22179855
That was one individual she wasn't taking,-1.0,-0.53475,-0.44889358
I haven't noticed,-0.124311455,0.15906523,-0.18638057
The driver of the next bus wasn't taking,0.20224243,-0.106809594,0.3462631
There aren't,1.0,0.2953624,0.6789989
"At least, I don't know of",0.028637545,0.07657233,-0.022147415
Grantville doesn't have,-0.2565426,-0.4799493,-0.4122687
There weren't,0.5155088,0.6300537,0.8798785
There weren't,0.5058844,0.62596816,0.6084757
"They're starving, economically, because of the iron shortage, and we don't have",-0.28339985,-0.059857465,-0.09810559
"Looking on the brighter side, he'd also made clear to his soldiers that he wouldn't tolerate",0.33921427,-0.3637474,0.12826751
"After that, he didn't have",-0.45022425,-0.61947215,-0.79053974
"Plus a hand-cranked pencil sharpener, which still worked and didn't show",-0.09642244,0.4421631,0.19643764
"So far, though, there haven't been",0.022246253,-0.22083886,-0.28406107
The Frankfurt fire watch hadn't made,0.47395504,0.14544612,0.01280518
They wouldn't be taking,1.0,0.627515,0.45727947
"Well, there wasn't",1.0,1.0,1.0
I take it they don't have,-0.73511153,0.017037166,-0.5290729
At least they wouldn't be hauling,0.1904431,0.042710513,0.08062048
"Or, at least, they didn't have",0.06675079,-0.15401864,-0.19940011
"So far as I know, there aren't",1.0,1.0,1.0
He still hadn't come to,0.15206026,0.25784105,0.11441403
That's because we don't have,-0.29183054,-0.21052103,-0.57131875
"They'd have covered up the windows completely, except there weren't",0.7268659,1.0,1.0
"Second, on the ones I'm interested in, I don't see",0.60569835,0.14428687,0.42398646
We don't want to take,0.12242643,-0.3794665,0.045274723
"The water's moving through there fast, and there aren't",0.81353635,0.8113469,0.9768108
I didn't see,-0.021474708,-0.18315892,-0.11983274
The go-to won't use,-0.0038452758,0.13426395,-0.044795558
You wouldn't have gotten,1.0,1.0,1.0
Marco felt a little worried about these up-timers and hoped there wouldn't be,0.07403463,-0.06023348,-0.21573955
He didn't want to leave,-0.28622505,-0.11527046,0.05405288
I'll tell them that you don't have,-0.8717157,-0.21917504,-0.7488524
I don't need,-0.034952257,-0.0869885,-0.030373769
Too bad we don't have,-0.4254799,-0.54128784,-0.18693519
"Still, it's odd that I haven't seen",-0.42426592,-0.21698187,-0.2703327
There aren't,0.42553943,0.60648614,0.45967424
There aren't,0.386688,0.27929416,0.46653914
"No, I don't have",-0.2833691,-0.17298478,0.12273162
The people at the courthouse didn't ask,0.49378115,0.6093236,1.0
We don't actually have,-0.025010407,0.3054225,0.07841783
But Antonina didn't expect,0.2236412,0.16468108,0.1753157
At least there won't be,-0.30962828,-0.12040651,-0.43926233
He wasn't expecting,-0.40814844,-1.0,-0.3850907
There weren't,0.58174306,0.59358543,0.7380595
"Any time some villagers got their hands on some of them, they didn't take",0.57285863,0.623423,0.6737671
Hedidn't have,0.5914295,0.735569,-0.4882211
I didn't get,0.22914854,0.038301047,0.5490596
There weren't,0.6830296,0.55933744,0.49679628
We don't have,0.08131845,0.17853697,0.075433634
He hasn't done me,-0.18449831,-0.053196017,0.097102314
Then there isn't,0.5925354,0.8827249,0.5664904
I haven't,-0.19949381,0.18629788,-0.5026957
«I don't know,0.28346652,0.16671218,0.065645665
"«Well, we don't have",-0.5884461,-0.38669923,-0.40819743
You don't have,-0.64557815,-0.42561567,-1.0
You don't have,-0.37941727,-0.6448564,-0.6476223
I won't give you,-0.002731501,-0.2039,-0.13122003
So don't go getting,-0.10968261,0.21449386,0.09772212
"David was surprised at that, they didn't usually do",0.18987606,0.41899943,0.6732209
She didn't see,0.032309048,-0.05302589,0.07734294
Babysitting was my only hope Except that I didn't get,0.9753974,1.0,0.31000096
Still I didn't want to face,-0.477642,0.1146773,-0.31314006
Alex didn't experience,1.0,0.54661185,0.16636387
Thankfully he didn't make,-0.12487869,-0.4585891,-0.3896392
She hadn't noticed,0.36633453,0.12049093,-0.21682033
"The wounds had been easily explained as glass cuts, and luckily she hadn't severed",-0.3692952,-0.021526594,-0.006629437
But I don't have,-0.25270203,0.25310466,-0.11077826
Hadn't made,0.34152675,0.28222376,0.28865135
"""(""""Well, at least they don't mean you",0.61750907,0.74524826,0.34449294
I haven't,-0.09717623,0.38992575,-0.65501326
I don't have,-0.4511801,0.0636156,-0.043565765
He didn't want,-0.20164073,-0.3204408,-0.14771348
I don't see,-0.15253171,-0.42358923,-0.4138586
Nuns didn't have,-0.038251754,0.11818842,0.010129083
"He and Hursey had done the deed, yeah, but didn't make",0.18696506,0.18617071,0.511728
Looked like they weren't taking,-1.0,-1.0,-0.9527019
"""Okay that's all fine for Dearborn, Jack said, """"but I don't remember",-0.32344672,0.4148499,0.040958364
"No, they hadn't had",-0.11836411,-0.09350107,0.008843533
When he asked to see Father Ed she tried to tell him that he didn't have,-0.11354382,-0.7587834,-0.5304687
Not like there aren't,0.2529455,0.95904887,1.0
I didn't see,-0.2758249,-0.3011871,-0.24514157
Didn't seem to have,-0.3163465,-0.21684542,-0.5206363
"Sure, Rafe called her one and didn't seem to have",-0.08006573,0.46920547,0.4743925
Maybe that's why Jack wouldn't let her have,-0.24245487,0.31372404,-0.04828189
I haven't made,-0.19339955,0.08221051,0.30427885
I don't have,-0.3047515,-0.21480075,-0.25523642
I don't have,-0.06499684,-0.19668941,-0.2546184
We don't have,0.06658573,0.071737185,0.08846513
"The more she thought about it, the more certain Arlene became that Judy wouldn't let",0.50796837,0.6910419,0.3155768
`She didn't have,-0.09721168,-0.040262517,-0.17646919
And we aren't making,-1.0,-1.0,-1.0
They didn't go to,0.15177242,0.31632772,0.3294263
We don't want,0.1424298,0.14098318,0.13995759
She hadn't had,0.17486604,0.21754406,0.085555665
Nobody had touched the young horse's cock and balls so he wasn't showing,0.12641905,0.14134051,-0.047059353
"Maybe you've already shocked me enough, Stacy said, seeing that there weren't",0.9535232,1.0,1.0
He told her Jane didn't have,-0.7255774,-0.80716527,-0.9913761
"She hesitated, realizing she hadn't made",0.23122968,0.59631604,0.038105626
They didn't exchange,0.3398091,0.8345174,-0.021153504
I don't think,0.20734704,0.35225558,-0.21299374
And don't make,0.13783707,0.37460315,0.32311898
"No, he hadn't had",0.022972852,-0.40046242,0.18767469
The horny nurse knew that she wouldn't have,1.0,0.7626708,0.4193795
Maybe there weren't,0.3244661,1.0,1.0
"Maybe, when there aren't",1.0,1.0,1.0
"""Beau continued, """"I didn't think we had",-0.499863,-0.33937448,0.17064025
Mark and I didn't draw,0.022824474,-0.6082591,0.13919725
Certainly we haven't,-0.58348984,-0.11451498,-0.17484173
I guarantee you won't have,-0.45960546,-0.618662,-0.10005005
There weren't,0.6311242,0.47377104,0.6035416
"Gussy, computers haven't got",0.3270122,0.20352584,0.23909914
There aren't,0.27489385,0.4836465,0.4811457
"Though, of course, one might go to laugh at it… I am sorry there won't be",0.24586965,0.21319231,0.036763325
He didn't want,-0.34909418,-0.48307213,-0.50592625
"They fought desperately, for they knew what their doom was, and there weren't",1.0,1.0,1.0
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't,1.0,1.0,0.8639208
You won't have,-0.10058855,-0.3608534,-0.10913105
I don't have,-0.10068305,-0.07517321,-0.15889533
I don't have,-0.34182692,0.01189097,-0.19666006
"Big Head, fortunately, went back to his mathematics and didn't write about",0.148836,0.07214933,-0.5295325
You definitely won't have,-0.4700811,0.044690285,-0.40832543
There wasn't,0.6182038,0.69905573,0.8253721
I didn't see,-0.42290944,-0.06947115,-0.17722562
I don't plan to take,0.396342,-0.22293432,-0.4758583
Her father didn't have,-0.2615239,-0.31575042,-0.053086065
There weren't,0.61822927,0.8525449,0.8327908
Danny was breathing and I didn't see,-0.14590646,0.4118409,-0.055307057
At least I don't keep,-0.4008943,-1.0,-1.0
It wouldn't have made,-0.31761372,-0.48146576,-0.37331718
"I shrugged, but there didn't seem to be",0.17254554,0.1464756,0.24425109
Then I saw the steel shutters over the windows on two sides; the General wasn't taking,0.9433137,0.88715154,1.0
There weren't,0.4528929,0.6843108,0.6998302
Moscow won't be mining,0.5651388,0.28165704,0.37465397
We don't have,-0.076812066,0.26912886,-0.00724253
We don't have,-0.040687714,-0.034211818,0.05241711
"Gray searched his mind, but didn't recall",0.610754,0.4590646,1.0
But I don't see,-1.0,-0.6575758,-0.8511976
"That you guys asked me questions about them, but I didn't have",-0.21010257,-0.09242435,0.01862943
There weren't,0.5425206,0.3906088,0.5716125
I don't need,-0.0034282007,0.17226452,0.12268526
I don't hold with,-0.13198496,-0.07266713,-0.05076309
There won't be,0.3146089,0.06251206,-0.0502818
They didn't have,-0.12939858,-0.15523152,-0.26997703
There aren't,0.5132781,0.49313545,0.43322137
There aren't,0.118323304,0.54793185,0.16531157
But there won't be,0.6283876,0.0925022,-0.1370198
There weren't,0.5427971,0.80294454,0.75127846
"See here,' he told the others on the bridge, 'don't get",1.0,1.0,1.0
There aren't,0.5574559,0.62048244,0.89850086
We'll have to make sure there aren't,0.29876342,0.27812928,0.35479173
He won't make,-0.29937482,-0.089088716,0.051457573
It doesn't take,-0.35919204,-0.2198681,-0.12117301
That person isn't going to make,-0.92373157,-0.6371056,-0.4824691
They don't want,0.1476779,0.27702457,0.105417415
We don't have,0.16716973,0.25570908,0.06016672
Boise wasn't taking,-0.15623116,-0.44336033,-1.0
There weren't,1.0,0.6642813,0.6971419
"When I was near the edge I paused to look around, but I didn't see",0.025022622,0.34842864,-0.05680226
I won't have,-0.12044521,-0.45785627,-0.53919566
They don't open,0.03160449,0.43358913,0.86723304
"And the management, they don't want to see",-1.0,0.14802133,0.37272498
Leon didn't have,0.06089215,0.08659787,0.16673881
"And those years Ramone had spent in IAD, working mostly behind a desk, hadn't done him",-0.38156453,-0.13810672,0.04747211
I didn't see,0.53096956,0.002400725,-0.33571643
We don't want,0.1669841,0.08850886,0.0747276
He didn't have,-0.09509473,-0.3722308,0.066408485
Mrs. Ackroyd didn't raise,0.37536955,0.6374316,1.0
I don't see,-0.45947596,-0.6126515,-0.27339402
There weren't,0.62161785,0.74296457,0.4836778
"He went to work on the door, knowing that he wouldn't find",0.330499,0.6636826,0.27442798
I don't want to take,-0.27308884,-0.30936825,-0.40059677
She hoped there weren't,0.22249039,0.38014105,0.2762774
I don't want,-0.20338462,-0.18917456,-0.14198151
Mr. Holmes didn't give,0.57980657,0.48063433,0.6968556
There aren't,0.27847838,0.45995453,0.4109431
So now he hasn't got,-0.9884126,-1.0,-1.0
Wondered why you hadn't brought,-0.5389054,0.17758508,0.35539716
I don't have,-0.066529945,-0.23244199,-0.21470329
You didn't write,0.48059192,1.0,1.0
I don't see,-0.5075586,-0.35696954,-0.3089117
"Even so, I don't want",-0.49146393,-0.17141697,-0.27439147
At least you wouldn't be burning,0.10759973,-0.094887,0.20774592
Lucy wasn't making,0.29912436,1.0,0.9695695
I do observe Christmas-I just didn't have,-0.17609818,-0.16495435,-0.02239533
"Julie was doing that, but it wasn't by",-0.23183717,0.36100215,-0.36204845
"""You don't have",-1.0,-0.4640423,-0.49421167
I don't have,-0.2615628,-0.22034955,-0.2210969
Master Ignacio won't allow,0.088213995,0.55060107,0.06454522
"If you and Javier come aboard, I won't ask",0.9941709,0.68759346,0.5065824
There aren't,0.8431404,0.4809156,0.38627377
There aren't,0.3124577,0.5420056,0.1521385
There aren't,0.166838,0.5299099,0.4570188
I didn't see,-0.099876516,-0.31275794,0.1980823
Say they were elf-sized but they weren't like,-0.36036998,-1.0,-0.9522458
There aren't,0.17977999,0.23552528,0.41490406
And Mogaba don't have,0.4003094,-0.13526058,-0.45887294
But that didn't touch off,-0.09252645,-0.13449804,0.06857852
I didn't hear,0.3326009,1.0,1.0
That didn't bring,1.0,1.0,1.0
"Trouble is, I don't have",0.09226514,-0.33517054,0.012865851
I didn't see,0.37859312,0.01696383,-0.35294583
I wouldn't get,0.5908166,1.0,0.2198779
There weren't,0.45775008,0.6470344,0.62762076
"""He told me, """"You didn't bring me",0.47906467,0.42410898,0.38495326
I didn't have,0.042790964,-0.2347462,-0.11694742
I didn't run,1.0,0.90570146,1.0
There just aren't,-0.63399404,-0.52153933,-0.315424
There aren't,0.5330112,0.42449662,0.49985483
He flapped and squawked but didn't get,1.0,1.0,0.82685256
I didn't see,-0.01805009,0.041871812,-0.107817195
"Miracle of miracles, Dean didn't have",-0.8940665,-0.5304389,-0.29862803
Take care you don't fall afoul of,-0.46263248,0.19590458,0.24010636
We don't need,0.23804072,0.19711034,0.12336538
I don't have,-0.009576895,-0.1566814,-0.086691916
He didn't see,-0.3477738,-0.28351748,-0.4538724
He don't see,-0.39144525,-0.50897187,-0.5334897
That there hadn't been,-0.114797525,-0.20697026,-0.28265023
There hadn't been,0.101473406,0.1420569,0.068809666
The guide didn't mention,0.28545496,0.18232687,0.4606123
I've been thinking some things that won't win us,0.30361363,-0.04073808,0.6240653
It hadn't changed in,0.5137146,0.54532105,0.7021458
There won't be,-0.17420478,0.056776315,-0.1656504
I didn't have,-0.08243098,-0.13986287,0.028193405
There haven't been,-0.35338306,-0.17281038,-0.26180524
And the Watch hasn't had,0.10549417,0.611963,1.0
That bastard wasn't spinning off,-0.013488712,0.019614773,0.09733455
There aren't,0.50279224,0.69801044,0.5362591
He won't have,-0.5726901,-0.23670584,-0.61351633
I hadn't,0.30115867,-0.045815364,-0.045757312
So we don't get,-0.48099867,-1.0,-0.6320501
I hope he doesn't get,-1.0,-0.5263649,-0.3480277
There aren't,0.44312617,0.37722364,0.23627438
I haven't heard,-0.3656328,0.29348874,-0.09657791
"""In moments I reported, """"She's got lots of bruises and scrapes but there isn't",0.5669963,0.42363188,0.3879662
There aren't,0.48555017,0.56522644,0.4999038
I didn't get,0.10328655,2.2119068e-05,0.23843235
I haven't seen,0.030605033,1.0,0.53827
Won't be,0.4247479,0.3420265,0.23376083
He wasn't going to take,-0.64114165,-0.6559552,-0.76915777
He wasn't going to win,-1.0,-0.4222756,-0.9159076
There aren't,0.32836914,0.4997423,0.39024922
"""A good thing I didn't have",-0.1211629,-0.54526,0.03314879
We know there won't be,-0.06268755,-0.053787008,-0.0009423656
You'd better hope there aren't,-0.17136516,0.24768992,0.21935059
But Frank wasn't troubled by,-0.4649796,0.007976853,-0.8428252
I don't have,-0.15646568,-0.15121576,-0.35885087
He hadn't got,0.846696,0.4666712,-0.10408086
You haven't,1.0,1.0,1.0
"Listen, John, that girl wasn't injured in",0.19861874,0.33649227,0.35513905
I haven't heard,-0.3963031,0.007360816,0.20230085
We don't have,-0.032067355,0.07663208,-0.031837635
The target was closing on them so he didn't have to make,-0.19249317,-0.06729666,-0.05298568
"I don't, though — and",0.052270055,0.84211266,0.22911125
And there aren't,-0.5416832,0.39636266,0.31370667
"Hey, you didn't break",0.5637129,0.5915794,-0.101801515
haven't heard,0.35010228,0.45992517,0.49722555
I don't want to break,-0.24333194,0.16705765,-0.440049
Chace didn't see,0.7584036,-0.14994879,0.163047
We don't have,0.17884777,0.059678413,0.021727836
He said he wouldn't do,-0.27342346,-0.16355963,-0.103138216
"Besides, when you get close enough to capture him, it won't save",-0.64246684,-0.2625719,0.07026272
"Allander had had time to plan, but he hadn't brought",0.18030997,-0.2558197,-0.32066143
I'm the only one to do it without a Greek wrap and I don't need,-0.010834879,0.03989245,-0.019463409
I don't need,0.0059043304,-0.09303356,0.16631289
Travers realized she didn't have,-0.19108862,-0.07457721,-0.71052694
"I'd checked them as I'd gathered them up, but there weren't",1.0,1.0,1.0
"The VA was a big operation with federal funding, so I didn't have",-0.6652622,-0.29028845,-0.46522087
I don't recall,0.07024721,0.292047,0.018347358
"It took only seconds to retrieve, but from what he saw across the street, there weren't",0.988639,0.33551705,1.0
"I, er, I don't have",0.24394482,0.08638002,-0.47297868
"But he held his peace, and he didn't make",0.7498457,0.49532244,0.916636
She knows she didn't leave,1.0,0.67854047,1.0
There aren't,0.32448134,0.4545929,0.4423258
"I wanted the young people to quarrel, but I didn't want",0.11701619,-0.048091166,-0.09328302
And the bats won't mid them in,0.08557264,0.38361794,0.78697383
"It must be for her, because Peter didn't have",-0.18836953,0.20623146,0.16752166
Now that was a silly thing to say because there weren't,1.0,1.0,1.0
He won't send,-0.2688808,-0.28579932,0.11465853
We don't keep,0.3090325,0.17259972,0.5623057
Nan felt lucky that he hadn't bought,-0.34977195,0.009133925,-0.2393173
In the Communist-controlled camp they won't let me read,-0.05847396,0.23680022,-0.07528172
Although I didn't think I had,-0.4724019,-0.13567589,-0.54538655
I didn't ask,1.0,0.30062115,1.0
We don't need,0.094833955,0.106735766,0.09350681
She said that she doesn't have,-0.66804594,-0.41437516,-0.5256775
We don't want to leave,0.18126267,-0.0012881326,-0.05820843
You can look me over all day and won't find,0.4505265,0.36964327,0.21974242
He's stopped for the first time — didn't seem to have,-0.33831,-0.10574267,0.18536821
There wasn't,0.77063894,0.61609745,0.8089475
But I don't see,-0.2964478,-0.108840026,-0.6016647
I don't know,0.11236641,0.18882412,0.22143652
"If I let her run around here loose, I won't need",0.016463252,0.14356495,0.068918355
I didn't want,-0.225382,-0.5750952,-0.34517398
"""Here,"""" she said, """"is this vase I haven't",0.8761254,1.0,0.95961463
I don't feel,-0.34337693,-0.04943126,-0.48324156
"It was a long, circuitous walk, since he didn't dare give",0.3488356,-0.1297406,0.3668371
I didn't want to cause,-0.079267964,0.24801458,0.113695584
"Volunteers, drafted from the street of course, worked ahead of us to make sure we didn't meet",0.049820755,0.29256606,0.43108508
We don't want,0.21193735,0.12572084,0.07009415
I didn't have,-0.14159018,0.11164966,-0.10018752
You don't see,0.45711333,0.6578606,1.0
"Keep your eyes open, but don't show",0.25559723,0.55730265,0.6212315
