sentences,lime_base,lime_contrast,lime_contrast_rnd
"This is so effective, there won't be",8.1592196e-05,-0.00014350004,-0.000133025
One thing about being a cop is that we don't have,-9.45488e-05,6.342627e-05,-7.833494e-05
You wouldn't get,0.00042188267,0.00049453,0.00040253386
There aren't,0.00021799654,0.0003428359,0.00036621979
Since he didn't have,-0.00035067296,-0.00019719914,-0.000301778
She hadn't seen,0.00017241873,0.00017539434,2.813053e-05
"— and do it right for once, and mayhap he won't break",-4.3875705e-05,5.5984012e-05,3.350628e-05
I didn't want,-0.00043574732,-0.0011831003,-0.00060514885
"Well, I don't see",9.369361e-05,-1.5975907e-05,2.7372342e-05
I didn't have,-0.00025187957,-0.00018684338,5.1053e-05
We didn't have,5.570794e-05,0.00020584246,5.166863e-06
We haven't raided,5.8409503e-05,2.4324872e-05,0.00014167727
"But, I say, you know, old thing, I haven't",0.0003331228,0.00037765023,0.0005477485
It is a good thing that I didn't take,0.00020548885,0.0001546486,8.1030536e-05
"Well, you two certainly haven't come to pin",-8.5878186e-05,-0.00012574908,-8.318794e-05
But she certainly didn't want to take,-8.0924816e-05,-9.685592e-05,-8.0587124e-05
"""Well, she sighed, """"I for one won't shed",0.00015464623,0.000117671465,3.0355388e-05
Must be impeller-driven but… I don't see,4.4124783e-05,0.00017251237,0.00010284642
Society doesn't impose,0.00024375622,0.00023785832,0.00023684546
Crafter didn't bring,0.00018235981,0.00017669296,0.00014591686
"It's my deduction that we can go up and down those stairs all night, and we won't find",8.5924716e-05,5.933887e-05,0.00014865957
"After all, I wasn't expecting",-0.0001941262,-0.00017331123,-0.00025693962
And now they tell me I don't have,-7.160081e-05,-0.00019328049,-0.00011546537
I wasn't ready to make,-1.0968652e-05,-0.00010231603,-0.0001465319
There weren't,0.00045087753,0.00059588253,0.00045037176
Sometimes we don't get,-0.00018882703,-0.00012358096,-0.00029429706
Ronan won't ask you,1.5983358e-05,0.00019878522,-3.8687605e-05
It doesn't require,7.696189e-05,-4.967359e-07,7.924379e-07
I don't wish for,-3.4771667e-05,-2.5070703e-05,-0.00012370785
You won't find,0.00027252256,0.00026540988,0.00025171338
So that's why we didn't see,7.8225276e-05,4.8625e-05,0.00017729672
There haven't been,-1.4405996e-05,-6.004518e-05,-0.0001889824
We haven't received,0.000102402926,0.0001208131,4.9763432e-05
I guess it's good that there aren't,0.00018598279,0.00037454895,0.00038938096
But an animal doesn't have,-0.00052435696,-0.00029568374,-0.00021196215
A fish hasn't got,-0.00032412767,-0.0002875947,-0.00030831556
He doesn't know,0.00021635965,-9.954812e-06,-0.00012460948
Some don't have,-0.00021944987,-0.0003661341,-0.0002977907
"I, I don't think I have",9.043007e-05,2.0275654e-06,4.5436842e-05
But you didn't try to test,1.0983049e-05,-4.8161095e-05,-2.0387246e-05
"Harry Potter, judging by the expression on his face, didn't seem to have",0.00015832242,0.00011311537,-7.530466e-05
Professor Snape hadn't found,0.00049118296,0.00030538352,0.00042159855
"She kept her jaw locked, didn't let",0.00017247416,8.090865e-05,4.5644934e-05
The man hadn't raised,8.21882e-05,0.00011191597,0.000112208436
This time the bat didn't have,-0.00014411099,-0.00028676772,-0.00017899732
There haven't been,-0.00018466041,-7.565736e-05,-7.520472e-05
"And you know, Pen, I don't see",0.000108961074,0.00014326067,0.00015801974
it looked like he wasn't having,-0.0002698365,-0.00026301673,-0.00018148648
It looked like he wasn't having,-0.0002143425,-0.00010202184,-0.00017720227
"Yes, I needed to know why, if I didn't have",0.00013922664,8.993313e-05,-5.7209723e-05
We don't want,0.00015641439,7.887232e-05,7.065912e-05
Montoya won't win,7.3217314e-05,0.00018340639,0.00013492124
"Often as not, neither Sylvia nor the children attended-or if they did, there weren't",0.00031829404,0.00045016324,0.00045724222
"Other than an occasional Sandoval and two Sneads, Dan and Carly didn't find",0.00012921602,0.00015792222,0.00014256709
The odd thing is that they didn't have,-6.2915497e-06,-6.278977e-05,-9.99996e-06
She hadn't heard,-4.417891e-05,3.992034e-05,3.714636e-05
I don't expect,7.63185e-07,3.184076e-05,-4.260189e-05
I don't want,-9.4218645e-05,-0.00019169922,-0.00018125106
They don't want,0.00013659158,-0.00010226495,0.00021508877
"He needed some flesh duds, but there weren't",0.00029309205,0.00027283555,0.0003935888
We don't see,1.5078845e-06,9.1742826e-05,-1.9596393e-05
"Ten minutes ago, when Lloyd came in and told Montez the cop was here to see him, there weren't",0.00042016208,0.0003582074,0.00034976448
"But what you could say I do is no more'n luck the dog, 'cause you don't gimme",4.8911665e-05,-1.0821037e-05,0.000111794565
I don't have,-8.8203684e-05,9.218359e-05,-0.00011598361
I know I wouldn't want,7.9877675e-05,-7.3730946e-05,4.827138e-05
"I was no longer surprised, though, that we hadn't recovered",5.85589e-05,2.2996537e-05,9.0880494e-05
"Yes,” Joe said, “but we haven't found",3.881525e-05,0.00015922775,5.8732214e-05
I know Hillary wouldn't give me,2.4989963e-06,0.0001068617,1.0879243e-05
I don't mean to cast,-0.0001893281,0.00012697827,-0.00010784382
There won't be,0.00033190224,-6.624653e-06,-3.449086e-05
My stepfather won't allow,3.4534372e-05,-4.2867337e-05,-6.969436e-06
"That wing is much newer than the rest of the house, and hasn't",0.00013794377,0.00021624239,9.8401615e-05
Bets just hasn't,0.00041450455,0.00035352804,0.00018194836
I don't want,-0.00018532877,-0.00039560584,-0.00028292765
That was one individual she wasn't taking,-5.6979152e-05,-4.4880097e-05,-7.1482165e-05
I haven't noticed,4.905107e-05,7.9843405e-05,7.5625208e-06
The driver of the next bus wasn't taking,1.9751024e-05,6.969267e-05,1.4055986e-05
There aren't,0.00017562346,0.00030409097,0.0002928578
"At least, I don't know of",-2.8641836e-05,5.199183e-05,0.00015290246
Grantville doesn't have,-0.00028657936,-0.0001073936,2.4890795e-07
There weren't,0.00046328828,0.0004863236,0.00042434887
There weren't,0.00044358382,0.00031331345,0.00056951516
"They're starving, economically, because of the iron shortage, and we don't have",6.004367e-05,-1.1327518e-05,-7.80111e-05
"Looking on the brighter side, he'd also made clear to his soldiers that he wouldn't tolerate",0.00012452951,6.493367e-05,2.0351516e-05
"After that, he didn't have",-0.00023948541,-0.00012595816,-0.00026418013
"Plus a hand-cranked pencil sharpener, which still worked and didn't show",0.00011158061,6.633185e-05,9.318048e-05
"So far, though, there haven't been",-0.00015328277,-0.000112274996,1.7073471e-06
The Frankfurt fire watch hadn't made,0.00017742434,0.00015730767,5.4616754e-05
They wouldn't be taking,0.00028672567,0.00029094075,0.00017817704
"Well, there wasn't",0.00042216634,0.0004263267,0.0003540868
I take it they don't have,-5.7516456e-05,-0.00014095499,-0.0002072532
At least they wouldn't be hauling,6.156272e-05,6.869838e-05,3.2179798e-06
"Or, at least, they didn't have",-0.00010347925,5.593986e-05,-9.565614e-05
"So far as I know, there aren't",0.00043603824,0.00040435093,0.0003560423
He still hadn't come to,-6.341562e-05,-0.00012895072,7.275981e-05
That's because we don't have,-0.00015761316,-8.69889e-05,-8.8157016e-05
"They'd have covered up the windows completely, except there weren't",0.0004842683,0.00022788564,0.00027743212
"Second, on the ones I'm interested in, I don't see",-3.028299e-05,-8.359954e-06,8.256516e-05
We don't want to take,-1.2284145e-05,-7.881783e-06,9.948388e-06
"The water's moving through there fast, and there aren't",0.0002836194,0.00027943728,0.0003681263
I didn't see,-6.435337e-05,-6.755619e-05,8.199616e-05
The go-to won't use,8.396593e-05,1.7673448e-05,-6.676144e-05
You wouldn't have gotten,0.00030607876,0.00035846283,0.00025080715
Marco felt a little worried about these up-timers and hoped there wouldn't be,-0.0001519675,2.940126e-05,-8.000588e-05
He didn't want to leave,-7.650821e-05,-7.3835254e-05,-8.194428e-05
I'll tell them that you don't have,-0.00027329213,-0.00026272365,-0.00034675328
I don't need,-0.00027922698,-7.515085e-05,0.000110541805
Too bad we don't have,-0.00023095775,-0.00018454343,-0.00023908331
"Still, it's odd that I haven't seen",5.947274e-06,3.5843856e-05,3.303608e-07
There aren't,0.00029282086,0.00032374702,0.0002871482
There aren't,0.00023122811,0.00019326806,0.00049664563
"No, I don't have",-0.00012447534,4.1305437e-05,-0.00017066812
The people at the courthouse didn't ask,0.00017458724,0.0002048386,0.0001728442
We don't actually have,2.9695688e-05,0.00012484941,3.077127e-05
But Antonina didn't expect,9.4261486e-05,0.00019175,0.00025816076
At least there won't be,-0.00011612661,-7.7543315e-05,-0.00023860834
He wasn't expecting,-0.00020185648,-0.000348634,-0.00036005903
There weren't,0.00049656926,0.00031027943,0.0006328059
"Any time some villagers got their hands on some of them, they didn't take",0.00025018118,0.00019041072,0.00016000253
Hedidn't have,9.535812e-05,5.943804e-05,1.147273e-06
I didn't get,4.2257987e-05,0.00014267067,2.0686648e-06
There weren't,0.00038075994,0.0003710622,0.00051238015
We don't have,0.00013350877,2.2267377e-05,-6.842658e-05
He hasn't done me,-0.00010959918,-1.7448037e-05,5.6977176e-05
Then there isn't,4.1050153e-05,0.00017286996,0.000241525
I haven't,-6.572716e-05,-9.7814016e-05,2.3692071e-05
«I don't know,1.1121819e-05,-9.171026e-06,6.793662e-05
"«Well, we don't have",-0.00019289894,-0.00020772664,-0.00012883953
You don't have,0.0002854897,-0.0008264582,-0.0011672352
You don't have,-0.00096975616,-0.0009617101,-0.0008724218
I won't give you,4.3061977e-05,-2.9301294e-05,-3.4468837e-06
So don't go getting,1.10929695e-05,0.000105287494,-0.00015082314
"David was surprised at that, they didn't usually do",0.00016999574,0.00011268853,0.00018467687
She didn't see,-0.00013811895,-0.00020467961,0.00011498257
Babysitting was my only hope Except that I didn't get,0.00020650087,0.00017955292,0.00021402951
Still I didn't want to face,-4.3165805e-06,-3.456373e-05,-4.0422237e-05
Alex didn't experience,0.00014814874,0.00014091877,0.00017806207
Thankfully he didn't make,-9.4289164e-05,-6.212905e-05,-0.00017143975
She hadn't noticed,0.00014137042,3.8086997e-05,-2.4308889e-05
"The wounds had been easily explained as glass cuts, and luckily she hadn't severed",-3.693389e-05,-3.6031895e-05,-9.168257e-05
But I don't have,-0.00012213158,-0.00019775139,-0.00010930157
Hadn't made,1.4021941e-05,-6.840526e-05,0.00012352238
"""(""""Well, at least they don't mean you",0.0002138114,0.00014350447,0.00018412108
I haven't,-0.000230656,-0.00023487955,-2.7752481e-05
I don't have,-7.858877e-05,-0.00013294922,-0.000103233775
He didn't want,-0.00069496315,-0.00029760407,-0.0007957033
I don't see,-0.00022869244,-8.401831e-05,-0.0001780733
Nuns didn't have,-1.9625213e-06,2.9253088e-05,-2.0828187e-05
"He and Hursey had done the deed, yeah, but didn't make",5.991757e-05,0.00015553532,0.00013636146
Looked like they weren't taking,-9.87747e-05,-0.00018674613,-0.00014367548
"""Okay that's all fine for Dearborn, Jack said, """"but I don't remember",-3.799639e-05,-2.0329822e-05,-3.439664e-06
"No, they hadn't had",-5.0107017e-05,1.6450882e-05,7.837266e-05
When he asked to see Father Ed she tried to tell him that he didn't have,-0.00015906696,-0.00015664333,-3.7834548e-06
Not like there aren't,0.0002462398,0.00023775638,0.00021838261
I didn't see,-6.602789e-05,-7.884635e-05,-3.366846e-05
Didn't seem to have,-5.663687e-05,-9.158668e-05,-0.00011820864
"Sure, Rafe called her one and didn't seem to have",-2.686688e-05,5.213559e-05,2.2874792e-05
Maybe that's why Jack wouldn't let her have,3.6559715e-05,1.7669418e-05,9.479678e-05
I haven't made,0.00014522798,-5.431752e-05,-6.7957786e-05
I don't have,-0.00040895,2.3877448e-05,-6.521048e-05
I don't have,2.3517678e-05,-0.00013102088,-1.1093805e-05
We don't have,2.1607775e-05,7.603443e-05,0.0001481083
"The more she thought about it, the more certain Arlene became that Judy wouldn't let",3.711891e-05,0.00015437359,0.000106188934
`She didn't have,-9.138092e-05,-7.17589e-05,4.8070324e-05
And we aren't making,-8.167101e-05,-5.325821e-05,-0.00025924665
They didn't go to,0.00023650686,0.00017437087,0.00033131876
We don't want,0.00015391306,7.519268e-05,0.00017462549
She hadn't had,1.0971113e-05,0.00013315442,0.0003071295
Nobody had touched the young horse's cock and balls so he wasn't showing,5.9716636e-05,-8.0404425e-05,-6.7797027e-06
"Maybe you've already shocked me enough, Stacy said, seeing that there weren't",0.00031795644,0.00039169195,0.0004163055
He told her Jane didn't have,-0.00040428055,-0.00028152554,-0.00032211142
"She hesitated, realizing she hadn't made",-7.6100155e-06,5.9835067e-05,9.2996364e-05
They didn't exchange,0.00013407215,0.00031917216,0.00028658684
I don't think,5.1177147e-05,4.43134e-05,0.00013785927
And don't make,-2.8395269e-05,0.00020132116,0.0001700619
"No, he hadn't had",-0.00013265794,-5.75881e-05,-5.1710173e-05
The horny nurse knew that she wouldn't have,6.556162e-05,9.292003e-05,9.9515775e-05
Maybe there weren't,0.00015991995,0.0001955242,0.00014609763
"Maybe, when there aren't",0.00032761972,0.00035299337,0.00038293854
"""Beau continued, """"I didn't think we had",-2.7523085e-05,-8.0254395e-05,8.257758e-05
Mark and I didn't draw,0.00020000605,0.00023220899,0.00024612295
Certainly we haven't,-0.00026941902,-6.1787505e-05,-0.00020528078
I guarantee you won't have,-0.00028252997,-0.00031790053,-0.00016087522
There weren't,0.00056414993,0.0003614165,0.00031064078
"Gussy, computers haven't got",-7.918634e-05,4.592073e-05,7.08792e-06
There aren't,0.00014685273,0.00022770837,0.00035928583
"Though, of course, one might go to laugh at it… I am sorry there won't be",-1.0948685e-05,-3.4472265e-05,0.00012509277
He didn't want,-0.00032858964,-0.0005574159,-0.0004058921
"They fought desperately, for they knew what their doom was, and there weren't",0.00037413128,0.0003803526,0.00033112438
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't,0.00055767474,0.0004247265,0.0004233016
You won't have,-0.00015510694,0.00010441722,-3.470407e-05
I don't have,-0.00013825769,-0.00019317877,-0.00012584355
I don't have,1.3376415e-05,-1.6135058e-05,1.5020263e-05
"Big Head, fortunately, went back to his mathematics and didn't write about",-6.9011e-07,-9.7621756e-05,-1.6480391e-05
You definitely won't have,-8.559534e-05,-0.00018640161,-0.00018131838
There wasn't,0.0004900778,0.00052132976,0.00028622895
I didn't see,-0.000102877784,0.00019644422,-1.8667442e-05
I don't plan to take,-0.00014912104,-9.2185786e-05,-0.00013532816
Her father didn't have,-0.00021663331,-9.549588e-05,-2.349432e-07
There weren't,0.00043478282,0.00033997744,0.0004523308
Danny was breathing and I didn't see,7.1959905e-05,5.0161354e-05,2.5994614e-06
At least I don't keep,-7.2102994e-06,-9.723287e-05,-0.00011220488
It wouldn't have made,2.5824284e-05,-7.703072e-05,-8.5007e-05
"I shrugged, but there didn't seem to be",8.279801e-06,7.029684e-05,4.9118287e-05
Then I saw the steel shutters over the windows on two sides; the General wasn't taking,0.00020957434,0.00018118968,0.00020461746
There weren't,0.0004499387,0.00013335049,0.00040659308
Moscow won't be mining,0.00014324792,9.908648e-05,0.0001628733
We don't have,5.2518506e-05,7.7156095e-05,0.00044340754
We don't have,2.8674747e-05,0.00018790583,5.6914803e-05
"Gray searched his mind, but didn't recall",0.00017593372,0.00020626604,0.00020594057
But I don't see,-0.00014221939,1.3161146e-05,-5.8422018e-05
"That you guys asked me questions about them, but I didn't have",-8.9014364e-05,6.808234e-05,-0.00013011313
There weren't,0.00038505532,0.00049891823,0.0004938012
I don't need,1.1301372e-06,7.175602e-05,-7.424924e-05
I don't hold with,-7.621333e-05,-4.0313207e-05,-0.00010431189
There won't be,1.1203061e-05,0.00010479932,6.6043416e-05
They didn't have,-0.00021141871,-6.4172646e-06,-7.796349e-06
There aren't,0.0003387835,0.0003521843,0.00017974526
There aren't,8.6877495e-05,0.00039475178,0.00015163992
But there won't be,-0.000103929066,-0.00014571259,-0.00010127766
There weren't,0.00037497425,0.00053294376,0.0006243498
"See here,' he told the others on the bridge, 'don't get",0.00020964292,0.00015897508,3.348753e-05
There aren't,8.7905675e-05,0.00024803955,0.00023390586
We'll have to make sure there aren't,0.00016069482,0.0001940683,8.17338e-05
He won't make,-0.00015083812,-0.00018519742,-0.00019921016
It doesn't take,1.792783e-05,6.2095596e-06,-6.482319e-05
That person isn't going to make,-9.034466e-05,-0.00012114051,-0.00022814277
They don't want,3.7640446e-05,-3.597037e-05,0.00010784603
We don't have,6.7705554e-07,5.244426e-05,9.777067e-05
Boise wasn't taking,-0.00015760762,-2.6016181e-05,-0.00015775996
There weren't,0.0004459275,0.0006749983,0.0006028905
"When I was near the edge I paused to look around, but I didn't see",7.29505e-05,4.406091e-05,0.0001033618
I won't have,-9.006965e-06,-0.00018464273,-0.0004379643
They don't open,0.00036020382,0.00017484368,0.0002091062
"And the management, they don't want to see",-6.8768604e-05,1.7201826e-06,7.6956654e-05
Leon didn't have,0.00018495701,0.00013428596,4.214334e-05
"And those years Ramone had spent in IAD, working mostly behind a desk, hadn't done him",-0.00014630369,-2.9462477e-05,-3.909091e-05
I didn't see,-0.00021004173,-2.9239354e-05,-0.0001140553
We don't want,0.00017149175,0.00041796907,0.00022066604
He didn't have,-0.0001548539,-0.00010092718,-0.00015314404
Mrs. Ackroyd didn't raise,0.00021576957,0.0002058586,0.00021833039
I don't see,-5.6722638e-05,-0.00013509301,-0.00030515774
There weren't,0.0003333185,0.0006541126,0.0005408379
"He went to work on the door, knowing that he wouldn't find",7.869222e-05,4.1018066e-05,7.776913e-05
I don't want to take,-8.045824e-05,3.5699457e-05,-2.5713001e-05
She hoped there weren't,0.00012134803,6.300573e-05,4.6573332e-05
I don't want,-0.00016322437,-0.00012206221,-0.00032881208
Mr. Holmes didn't give,0.00026572985,0.00019127829,8.665677e-05
There aren't,6.7858025e-05,0.00039810617,0.00043081306
So now he hasn't got,-0.000195242,-0.00013124524,-0.00025727623
Wondered why you hadn't brought,-1.4942879e-05,6.1034327e-05,-5.3192085e-05
I don't have,-0.00016873225,-5.5002034e-05,-4.521115e-05
You didn't write,0.0003017067,0.00026690005,0.00022328348
I don't see,-0.00018434686,0.00015765373,-0.00014495151
"Even so, I don't want",-0.00032375025,-0.00023954129,-0.0004855344
At least you wouldn't be burning,1.51686445e-05,-5.036186e-06,4.547744e-05
Lucy wasn't making,5.4219978e-05,0.00020895971,9.623493e-05
I do observe Christmas-I just didn't have,-1.8633122e-05,-0.00012576793,0.00010997175
"Julie was doing that, but it wasn't by",-0.000110871704,-1.8643457e-06,-0.00013444095
"""You don't have",-0.0010132967,-0.00085710763,-0.0007088661
I don't have,-4.0428466e-05,2.2292234e-05,-3.0611693e-05
Master Ignacio won't allow,0.00022094138,4.353514e-05,0.00013816915
"If you and Javier come aboard, I won't ask",0.00018717305,6.78066e-05,0.000112731825
There aren't,0.000275934,2.8332695e-05,0.00020713467
There aren't,0.00012407823,0.0003096009,0.00039476063
There aren't,0.00037239573,0.00036500953,-0.00034458004
I didn't see,-3.369694e-05,-3.3315726e-05,4.942367e-05
Say they were elf-sized but they weren't like,-0.00021114542,-9.606491e-05,-6.397407e-05
There aren't,0.00023409614,0.00036365702,0.00046001934
And Mogaba don't have,-0.00018421421,-4.618292e-05,-6.523263e-05
But that didn't touch off,-5.780533e-05,-0.00014505151,-4.6234578e-05
I didn't hear,0.00019072084,0.00019983656,0.00013007602
That didn't bring,0.0001375753,0.00015538241,0.00015141297
"Trouble is, I don't have",-0.00010063755,-3.750343e-05,0.000117375515
I didn't see,-5.5900196e-05,8.840969e-06,-1.161328e-05
I wouldn't get,0.0002087473,6.1750296e-05,0.00016363668
There weren't,0.0003847871,0.00048572832,0.0006621443
"""He told me, """"You didn't bring me",0.00020411334,0.000117267264,0.00012246994
I didn't have,-6.276701e-05,0.00010987795,-5.6730234e-05
I didn't run,0.00010330631,0.00028030088,0.0002164114
There just aren't,-0.00037450145,-0.00026016263,-0.00026097847
There aren't,0.0001953289,0.0003142392,0.000349015
He flapped and squawked but didn't get,0.00016297387,0.0002700745,0.000230354
I didn't see,-4.530851e-05,5.391667e-05,-1.2016126e-05
"Miracle of miracles, Dean didn't have",4.263362e-05,-0.00021300185,-8.739195e-05
Take care you don't fall afoul of,-9.593228e-05,6.689127e-05,-3.1180214e-05
We don't need,0.0001541296,0.000101506586,0.00017237055
I don't have,-6.149568e-06,2.379721e-05,-7.347036e-06
He didn't see,-0.00021788191,-0.00011508125,-0.00013372426
He don't see,4.121363e-05,-0.00016235957,-0.00014809353
That there hadn't been,-0.00015213953,-0.00015124226,-0.000148559
There hadn't been,-1.2948004e-05,1.4189253e-05,-6.687176e-05
The guide didn't mention,0.00030629695,0.00012931348,0.00021520683
I've been thinking some things that won't win us,-0.000101653604,1.0862799e-05,2.7700346e-05
It hadn't changed in,0.00031165633,0.0001799849,0.00030397446
There won't be,2.9248624e-05,-2.043475e-05,7.576843e-05
I didn't have,-6.357141e-05,-0.00011993188,-4.007851e-05
There haven't been,-0.00015552512,-0.00014993911,-0.00014070174
And the Watch hasn't had,0.00015764232,0.00016807485,0.0001233737
That bastard wasn't spinning off,-2.4778768e-05,-0.000100376084,-0.00010811737
There aren't,0.00014411012,0.00036613084,0.00027133897
He won't have,-0.00024609236,-0.00035141013,-0.0003763844
I hadn't,4.0078685e-05,5.4556876e-06,-7.897121e-05
So we don't get,-0.00010390531,-0.00010361332,-6.0523314e-05
I hope he doesn't get,-0.00012318022,-0.000101726444,-0.00015384972
There aren't,0.00034901183,0.00035824254,0.00030233292
I haven't heard,-5.1899664e-05,-3.0239455e-05,-0.00010282535
"""In moments I reported, """"She's got lots of bruises and scrapes but there isn't",0.00027057723,4.6261237e-05,0.00020951108
There aren't,0.0002904056,0.00038056076,0.0003973432
I didn't get,0.00010817794,7.944993e-05,3.554228e-05
I haven't seen,0.00011618173,7.093474e-05,0.00011618461
Won't be,0.00022520656,0.00024079953,0.00023050954
He wasn't going to take,-0.00015621918,-8.754126e-05,-0.00020299098
He wasn't going to win,-0.00012416509,-0.00010118376,-0.00019151671
There aren't,0.00015551015,0.00036572694,0.00025150058
"""A good thing I didn't have",-3.231953e-05,-0.00013384923,-9.9832614e-05
We know there won't be,-0.00013911232,-1.0118961e-05,-1.21621415e-05
You'd better hope there aren't,0.0001509049,0.0001675545,9.84368e-05
But Frank wasn't troubled by,-0.00014978391,-0.00017068721,-0.00027155876
I don't have,-5.205004e-05,-0.0001552864,-0.00016544068
He hadn't got,0.00024149887,0.00020044752,0.00019757045
You haven't,0.0005321484,0.0005144309,0.00042917952
"Listen, John, that girl wasn't injured in",7.040688e-05,-8.219387e-06,1.9735784e-05
I haven't heard,1.02955155e-05,0.00015383818,-3.7701204e-05
We don't have,-1.5595637e-05,0.00012536741,5.3104057e-05
The target was closing on them so he didn't have to make,3.3490694e-05,-8.998339e-05,5.003342e-05
"I don't, though — and",-7.451338e-05,2.9536794e-05,-1.5949514e-05
And there aren't,9.513289e-05,8.8993795e-05,-0.0004641053
"Hey, you didn't break",-1.7731218e-05,0.00012936947,3.881799e-05
haven't heard,6.040369e-05,9.4338815e-05,0.00016165589
I don't want to break,6.0083345e-05,2.3987144e-05,-0.0001484151
Chace didn't see,-2.3242e-05,0.00019449992,-1.0150549e-05
We don't have,-2.7346394e-05,4.3673048e-05,9.889338e-06
He said he wouldn't do,-6.533833e-05,-5.723536e-05,-6.041024e-05
"Besides, when you get close enough to capture him, it won't save",0.00012510456,-5.1473442e-05,3.9849547e-05
"Allander had had time to plan, but he hadn't brought",-9.249571e-05,-1.4303399e-05,-1.943055e-05
I'm the only one to do it without a Greek wrap and I don't need,-7.090667e-05,0.00014041437,0.00018771665
I don't need,1.6300057e-05,-6.685255e-05,-7.2484836e-05
Travers realized she didn't have,-0.00015862756,-0.00023176703,-0.0002006239
"I'd checked them as I'd gathered them up, but there weren't",0.00033076882,0.0003264778,0.00041561562
"The VA was a big operation with federal funding, so I didn't have",-0.00032037683,-0.00031636423,-6.20028e-05
I don't recall,4.2075284e-05,2.0655743e-06,-5.9521517e-05
"It took only seconds to retrieve, but from what he saw across the street, there weren't",0.00039923223,0.00024654076,0.00041735327
"I, er, I don't have",2.0407131e-05,-1.9640933e-05,3.7280603e-05
"But he held his peace, and he didn't make",0.00016276023,0.0002072784,0.00022527152
She knows she didn't leave,0.000104535924,3.4382567e-05,0.000132923
There aren't,0.00032289347,0.00042062486,0.0002218497
"I wanted the young people to quarrel, but I didn't want",-0.00022544163,-0.00015208463,-8.0596365e-05
And the bats won't mid them in,3.7158627e-06,9.348576e-05,9.0869245e-05
"It must be for her, because Peter didn't have",2.386501e-05,-7.948685e-05,-8.3526946e-05
Now that was a silly thing to say because there weren't,0.000399407,0.00045392755,0.00046320038
He won't send,-2.3102277e-05,-0.00015952584,-0.00016354579
We don't keep,9.3466624e-05,0.00014377675,0.00013980326
Nan felt lucky that he hadn't bought,-1.9845553e-05,-4.6288595e-05,-4.4277578e-05
In the Communist-controlled camp they won't let me read,-3.2559037e-06,-9.609084e-05,9.43779e-06
Although I didn't think I had,-2.9288869e-05,5.0114206e-05,-2.003361e-05
I didn't ask,0.00036841794,0.00038798718,0.00035690248
We don't need,0.00018051546,0.000114353315,0.00028674825
She said that she doesn't have,-0.00026574408,-0.000317872,-0.000255625
We don't want to leave,6.872893e-05,-2.6175287e-05,4.069321e-05
You can look me over all day and won't find,-5.896897e-06,0.00016432625,0.00027483414
He's stopped for the first time — didn't seem to have,-0.00011292823,-0.00011872365,-3.0028266e-05
There wasn't,0.0003642626,0.00045010654,0.0004206549
But I don't see,-5.3178053e-05,-2.0974112e-05,-0.00013002339
I don't know,5.0658186e-05,6.3627626e-06,7.1347604e-05
"If I let her run around here loose, I won't need",1.956982e-05,5.418401e-05,-1.6313143e-05
I didn't want,-0.0006882113,-0.0011394382,-0.00040363747
"""Here,"""" she said, """"is this vase I haven't",0.0003254572,0.00038318196,0.00037157722
I don't feel,-0.00010075387,0.00011652327,-3.5968522e-05
"It was a long, circuitous walk, since he didn't dare give",3.4952536e-05,0.00025176344,-1.8282542e-05
I didn't want to cause,8.628689e-05,7.735565e-06,-5.2234158e-05
"Volunteers, drafted from the street of course, worked ahead of us to make sure we didn't meet",6.570251e-05,4.7131176e-05,2.7320624e-05
We don't want,8.1458216e-05,0.00024020701,0.00011520159
I didn't have,-0.00011367147,-0.00012288784,-2.5932877e-05
You don't see,0.00014218119,0.00027271654,0.000110653295
"Keep your eyes open, but don't show",4.9103925e-05,7.405458e-05,4.1299965e-05
"Then when we wake up in the morning, there won't be",5.2531082e-05,-4.792892e-05,0.00016688174
So far his cock didn't show,-5.9227787e-06,7.531671e-05,0.00014110222
She didn't want to leave,1.8626451e-06,7.7441335e-05,9.5732044e-05
Aderno and Velona hadn't paid,0.00018569827,0.00020029314,0.00022878432
Won't get,4.9799193e-05,5.6700683e-05,5.977273e-05
"If that kept on for very long, it wouldn't have",-3.3811117e-05,0.000112571404,7.1721755e-05
Paul didn't hear,-5.0199756e-06,0.00016038795,0.0001324651
"The Yankees shot at them like they were us, and they didn't have",-6.1352854e-05,-6.139232e-05,-0.00014977157
I don't see,-4.677278e-05,-2.9225714e-05,-0.00015196866
Maybe that's why they don't have,-0.00023295135,7.657612e-05,-5.9053615e-05
"This time, Gudrid didn't show",0.00018220005,0.00026692828,0.00023398735
But he hadn't met,9.681307e-05,0.0001492739,4.1224466e-05
Half of these joints didn't have,-4.703256e-05,-2.182525e-05,-7.997989e-05
He might have pointed out that the policeman wasn't stopping,9.070305e-05,1.9267389e-05,4.7146234e-05
He didn't think,6.2531244e-06,5.8936646e-05,1.6456419e-05
He hadn't ordered,-1.1820988e-05,2.3383289e-05,7.460352e-06
"Hell's bells, we haven't got",1.951134e-05,4.0348084e-05,-2.5853327e-05
We haven't got,0.00013273665,8.217673e-05,0.00012301766
He did his best to cover up: “I'm sure he hasn't got,-0.00012292404,-3.288574e-05,-3.1537216e-05
If he stopped paying everyone but the soldiers… he wouldn't have,1.4500509e-05,0.00010911931,8.331951e-05
I don't remember,5.8417303e-05,1.3837362e-06,-0.000105831714
